procedure_code,procedure_name,procedure_category,required_place_type
X709187,"ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΜΥΩΝ. ΑΚΡΑ ΚΑΙ/Ή ΜΥΕΣ ΚΟΡΜΟΥ (Π.Χ. ΓΙΑ ΔΥΣΤΟΝΙΑ, ΕΓΚΕΦΑΛΙΚΗ ΠΑΡΑΛΥΣΗ, ΠΟΛΛΑΠΛΗ ΣΚΛΗΡΥΝΣΗ)",SURGICAL,OPERATING_ROOM
X709199,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕΣΟΠΛΕΥΡΙΟ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709203,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ, ΟΣΦΥΪΚΗ Ή ΙΕΡΑ, ΕΝΑ ΕΠΙΠΕΔΟ",SURGICAL,OPERATING_ROOM
X709205,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ, ΟΣΦΥΪΚΗ Ή ΙΕΡΑ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΕΠΙΠΕΔΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗ ΒΑΣΙΚΗ ΔΙΑΔΙΚΑΣΙΑ)",SURGICAL,OPERATING_ROOM
X709211,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ. ΑΥΧΕΝΙΚΗ Ή ΘΩΡΑΚΙΚΗ, ΕΝΑ ΕΠΙΠΕΔΟ",SURGICAL,OPERATING_ROOM
X709213,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ. ΑΥΧΕΝΙΚΗ Ή ΘΩΡΑΚΙΚΗ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΕΠΙΠΕΔΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗΝ ΒΑΣΙΚΗ ΔΙΑΔΙΚΑΣΙΑ)",SURGICAL,OPERATING_ROOM
X709219,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΑΙΔΟΙΙΚΟ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709223,ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ. ΚΟΙΝΟ ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ ΠΕΛΜΑΤΟΣ,SURGICAL,OPERATING_ROOM
X709239,ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ. ΑΛΛΟ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ Ή ΚΛΑΔΟΣ,SURGICAL,OPERATING_ROOM
X709259,ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΑΠΟΚΡΙΝΩΝ ΑΔΕΝΩΝ. ΚΑΙ ΟΙ ΔΥΟ ΜΑΣΧΑΛΕΣ,SURGICAL,OPERATING_ROOM
X709265,"ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΑΠΟΚΡΙΝΩΝ ΑΔΕΝΩΝ, ΑΛΛΕΣ ΠΕΡΙΟΧΕΣ (Π.Χ ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΠΡΟΣΩΠΟ, ΛΑΙΜΟΣ), ΑΝΑ ΗΜΕΡΑ",SURGICAL,OPERATING_ROOM
X709319,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕ Ή ΧΩΡΙΣ ΑΚΤΙΝΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ ΚΟΙΛΙΑΚΟ ΠΛΕΓΜΑ",DIAGNOSTIC,PROCEDURE_ROOM
X709321,"ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕ Ή ΧΩΡΙΣ ΑΚΤΙΝΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ ΑΝΩ ΥΠΟΓΑΣΤΡΙΚΟ ΠΛΕΓΜΑ",DIAGNOSTIC,PROCEDURE_ROOM
X709363,"ΝΕΥΡΟΠΛΑΣΤΙΚΗ: ΔΑΚΤΥΛΩΝ, 1 Ή ΚΑΙ ΤΑ ΔΥΟ, ΙΔΙΟ ΔΑΚΤΥΛΟ",SURGICAL,OPERATING_ROOM
X709367,ΝΕΥΡΟΠΛΑΣΤΙΚΗ: ΝΕΥΡΟ ΧΕΡΙΟΥ Η ΠΟΔΙΟΥ,SURGICAL,OPERATING_ROOM
X709375,"ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΕΚΤΟΣ ΟΣΩΝ ΑΝΑΦΕΡΟΝΤΑΙ ΧΩΡΙΣΤΑ",SURGICAL,OPERATING_ROOM
X709383,"ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΙΣΧΙΑΚΟ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709385,"ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΒΡΑΧΙΟΝΙΟ ΠΛΕΓΜΑ",SURGICAL,OPERATING_ROOM
X709387,"ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΟΣΦΥΙΚΟ ΠΛΕΓΜΑ",SURGICAL,OPERATING_ROOM
X709391,ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΚΡΑΝΙΑΚΟ ΝΕΥΡΟ (ΚΑΘΟΡΙΣΤΕ),SURGICAL,OPERATING_ROOM
X709395,ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΩΛΕΝΙΟ ΝΕΥΡΟ ΣΤΟΝ ΑΓΚΩΝΑ,SURGICAL,OPERATING_ROOM
X709397,ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΩΛΕΝΙΟ ΝΕΥΡΟ ΣΤΟΝ ΚΑΡΠΟ,SURGICAL,OPERATING_ROOM
X709401,ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΜΕΣΟ ΝΕΥΡΟ ΣΤΟΝ ΚΑΡΠΙΑΙΟ ΣΩΛΗΝΑ,SURGICAL,OPERATING_ROOM
X709403,ΑΠΟΣΥΜΠΙΕΣΗ. ΜΗ ΚΑΘΟΡΙΣΜΕΝΟ(Α) ΝΕΥΡΟ(Α) (ΚΑΘΟΡΙΣΤΕ),SURGICAL,OPERATING_ROOM
X709411,ΑΠΟΣΥΜΠΙΕΣΗ. ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ ΠΕΛΜΑΤΟΣ,SURGICAL,OPERATING_ROOM
X709413,"ΕΣΩΤΕΡΙΚΗ ΝΕΥΡΟΛΥΣΗ, ΜΕ ΧΡΗΣΗ ΧΕΙΡΟΥΡΓΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗ ΝΕΥΡΟΠΛΑΣΤΙΚΗ) (Η ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΞΩΤΕΡΙΚΗ ΝΕΥΡΟΛΥΣΗ)",SURGICAL,OPERATING_ROOM
X709423,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΥΠΕΡΚΟΓΧΙΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709427,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΥΠΟΚΟΓΧΙΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709431,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΓΕΝΕΙΑΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709435,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΤΟΥ ΚΑΤΩ ΦΑΤΝΙΑΚΟΥ ΝΕΥΡΟΥ ΜΕ ΟΣΤΕΟΤΟΜΙΑΣ,SURGICAL,OPERATING_ROOM
X709439,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΓΛΩΣΣΙΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709443,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ, ΕΠΙΛΕΚΤΙΚΗ Ή ΠΛΗΡΗΣ",SURGICAL,OPERATING_ROOM
X709447,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΤΟΥ ΜΕΙΖΟΝΟΣ ΙΝΙΑΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709451,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΦΡΕΝΙΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709463,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΟΥ ΝΕΥΡΟΥ (ΒΑΓΟΤΟΜΗ), ΕΝΔΟΘΩΡΑΚΙΚΗ",SURGICAL,OPERATING_ROOM
X709469,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΩΝ ΝΕΥΡΩΝ ΠΕΡΙΟΡΙΣΜΕΝΗ ΣΤΟ ΕΓΓΥΣ ΤΜΗΜΑ ΤΟΥ ΣΤΟΜΑΧΟΥ (ΕΠΙΛΕΚΤΙΚΗ ΕΓΓΥΣ ΒΑΓΟΤΟΜΗ, ΕΓΓΥΣ ΓΑΣΤΡΙΚΗ ΒΑΓΟΤΟΜΗ, ΒΑΓΟΤΟΜΗ ΤΟΙΧΩΜΑΤΙΚΩΝ ΚΥΤΤΑΡΩΝ, (ΥΠΕΡ-) ΕΠΙΛΕΚΤΙΚΗ ΒΑΓΟΤΟΜΗ)",SURGICAL,OPERATING_ROOM
X709479,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΟΥ ΝΕΥΡΟΥ (ΒΑΓΟΤΟΜΗ), ΚΟΙΛΙΑΚΗ",SURGICAL,OPERATING_ROOM
X709481,ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΙΔΟΙΑΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709485,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΘΥΡΟΕΙΔΟΥΣ ΝΕΥΡΟΥ, ΕΞΩΠΥΕΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΕΝΟΝΤΟΤΟΜΗ ΠΡΟΣΑΓΩΓΟΥ",SURGICAL,OPERATING_ROOM
X709491,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΘΥΡΟΕΙΔΟΥΣ ΝΕΥΡΟΥ, ΕΝΔΟΠΥΕΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΕΝΟΝΤΟΤΟΜΗ ΠΡΟΣΑΓΩΓΟΥ",SURGICAL,OPERATING_ROOM
X709501,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΛΛΟΥ ΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ, ΕΞΩΣΚΛΗΡΙΔΙΟΥ",SURGICAL,OPERATING_ROOM
X709503,"ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΛΛΟΥ ΝΩΤΙΑΙΟΥ ΝΕΥΡΟΥ, ΕΞΩΣΚΛΗΡΙΔΙΟΥ",SURGICAL,OPERATING_ROOM
X709507,"ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΕΡΜΑΤΙΚΟ ΝΕΥΡΟ, ΧΕΙΡΟΥΡΓΙΚΑ ΤΑΥΤΟΠΟΙΗΣΙΜΟ",SURGICAL,OPERATING_ROOM
X709511,"ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ, 1 Ή ΚΑΙ ΤΑ ΔΥΟ, ΙΔΙΟ ΔΑΚΤΥΛΟ",SURGICAL,OPERATING_ROOM
X709515,ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ. ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΔΑΚΤΥΛΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ),SURGICAL,OPERATING_ROOM
X709523,"ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΧΕΡΙ Ή ΠΟΔΙ, ΕΚΤΟΣ ΤΟΥ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ",SURGICAL,OPERATING_ROOM
X709525,"ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΧΕΡΙ Ή ΠΟΔΙ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟ, ΕΚΤΟΣ ΤΟΥ ΙΔΙΟΥ ΔΑΚΤΥΛΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",SURGICAL,OPERATING_ROOM
X709527,"ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ ΝΕΥΡΟΥ",SURGICAL,OPERATING_ROOM
X709531,ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΙΣΧΙΑΚΟ ΝΕΥΡΟ,SURGICAL,OPERATING_ROOM
X709533,ΕΜΦΥΤΕΥΣΗ ΝΕΥΡΙΚΟΥ ΑΚΡΟΥ ΣΕ ΟΣΤΟ Ή ΜΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΗΝ ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ),SURGICAL,OPERATING_ROOM
X709535,ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΔΕΡΜΑΤΙΚΟ ΝΕΥΡΟ,SURGICAL,OPERATING_ROOM
X709539,ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ,SURGICAL,OPERATING_ROOM
X709543,ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΕΥΡΕΙΑ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΤΟΥ ΚΑΚΟΗΘΟΥΣ ΤΥΠΟΥ),SURGICAL,OPERATING_ROOM
X709549,ΒΙΟΨΙΑ ΝΕΥΡΟΥ,DIAGNOSTIC,PROCEDURE_ROOM
X709563,"ΣΥΜΠΑΘΕΚΤΟΜΗ, ΑΥΧΕΝΙΚΗ",SURGICAL,OPERATING_ROOM
X709567,"ΣΥΜΠΑΘΕΚΤΟΜΗ, ΑΥΧΕΝΟΘΩΡΑΚΙΚΗ",SURGICAL,OPERATING_ROOM
X709577,"ΣΥΜΠΑΘΕΚΤΟΜΗ, ΘΩΡΑΚΟΟΣΦΥΙΚΗ",SURGICAL,OPERATING_ROOM
X709595,"ΣΥΜΠΑΘΕΚΤΟΜΗ, ΟΣΦΥΙΚΗ",SURGICAL,OPERATING_ROOM
X709599,"ΣΥΜΠΑΘΕΚΤΟΜΗ. ΔΑΚΤΥΛΙΚΕΣ ΑΡΤΗΡΙΕΣ, ΚΑΘΕ ΔΑΚΤΥΛΟ",SURGICAL,OPERATING_ROOM
X709601,ΣΥΜΠΑΘΕΚΤΟΜΗ. ΚΕΡΚΙΔΙΚΗ ΑΡΤΗΡΙΑ,SURGICAL,OPERATING_ROOM
X709603,ΣΥΜΠΑΘΕΚΤΟΜΗ. ΩΛΕΝΙΑ ΑΡΤΗΡΙΑ,SURGICAL,OPERATING_ROOM
X709605,ΣΥΜΠΑΘΕΚΤΟΜΗ. ΕΠΙΦΑΝΕΙΑΚΗ ΠΑΛΑΜΙΑΙΑΣ ΚΑΜΑΡΑΣ,SURGICAL,OPERATING_ROOM
X709621,"ΣΥΡΡΑΦΗ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ, ΧΕΡΙ Ή ΠΟΔΙ. 1 ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709623,"ΣΥΡΡΑΦΗ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ, ΧΕΡΙ Ή ΠΟΔΙ. ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",SURGICAL,OPERATING_ROOM
X709627,"ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΧΕΡΙ Ή ΠΟΔΙ, ΚΟΙΝΟ ΑΙΣΘΗΤΙΚΟ ΝΕΥΡΟ",SURGICAL,OPERATING_ROOM
X709629,ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΜΕΣΟ ΚΙΝΗΤΙΚΟ ΘΕΝΑΡ,SURGICAL,OPERATING_ROOM
X709631,ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΩΛΕΝΙΟ ΚΙΝΗΤΙΚΟ,SURGICAL,OPERATING_ROOM
X709633,"ΣΥΡΡΑΦΗ ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟΥ, ΧΕΡΙΟΥ Ή ΠΟΔΙΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",SURGICAL,OPERATING_ROOM
X709639,ΣΥΡΡΑΦΗ ΟΠΙΣΘΙΟΥ ΚΝΗΜΙΑΙΑΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709671,"ΣΥΡΡΑΦΗ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ. ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΤΙΜΕΤΑΘΕΣΗΣ",SURGICAL,OPERATING_ROOM
X709673,"ΣΥΡΡΑΦΗ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ. ΧΩΡΙΣ ΑΝΤΙΜΕΤΑΘΕΣΗ",SURGICAL,OPERATING_ROOM
X709675,ΣΥΡΡΑΦΗ ΙΣΧΙΑΚΟΥ ΝΕΥΡΟΥ,SURGICAL,OPERATING_ROOM
X709677,ΣΥΡΡΑΦΗ ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ),SURGICAL,OPERATING_ROOM
X709681,ΣΥΡΡΑΦΗ ΒΡΑΧΙΟΝΙΟΥ ΠΛΕΓΜΑΤΟΣ,SURGICAL,OPERATING_ROOM
X709683,ΣΥΡΡΑΦΗ ΟΣΦΥΪΚΟΥ ΠΛΕΓΜΑΤΟΣ,SURGICAL,OPERATING_ROOM
X709687,ΣΥΡΡΑΦΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ. ΕΞΩΚΡΑΝΙΑΚΗ,SURGICAL,OPERATING_ROOM
X709689,"ΣΥΡΡΑΦΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ. ΥΠΟΚΡΟΤΑΦΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΜΕΤΑΜΟΣΧΕΥΣΗ",SURGICAL,OPERATING_ROOM
X709691,ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΠΑΡΑΠΛΗΡΩΜΑΤΙΚΟΥ,SURGICAL,OPERATING_ROOM
X709695,ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΥΠΟΓΛΩΣΣΙΟΥ,SURGICAL,OPERATING_ROOM
X709699,ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΦΡΕΝΙΚΟΥ,SURGICAL,OPERATING_ROOM
X709703,ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΔΕΥΤΕΡΕΥΟΥΣΑ Ή ΚΑΘΥΣΤΕΡΗΜΕΝΗ ΣΥΡΡΑΦΗ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΝΕΥΡΟΡΡΑΦΗΣ),SURGICAL,OPERATING_ROOM
X709707,ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΕΚΤΕΤΑΜΕΝΗ ΚΙΝΗΤΟΠΟΙΗΣΗ Ή ΑΝΤΙΜΕΤΑΘΕΣΗ ΤΟΥ ΝΕΥΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΓΙΑ ΤΗ ΣΥΡΡΑΦΗ ΝΕΥΡΩΝ),SURGICAL,OPERATING_ROOM
X709711,ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΤΗ ΒΡΑΧΥΝΣΗ ΟΣΤΟΥ ΑΚΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΣΥΡΡΑΦΗΣ ΝΕΥΡΩΝ),SURGICAL,OPERATING_ROOM
X709729,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΚΕΦΑΛΗΣ Ή ΑΥΧΕΝΑ. ΩΣ 4 ΕΚ. ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
X709731,"ΜΕΤΑΜΟΣΧΕΥΣΗ ΝΕΥΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ), ΚΕΦΑΛΗΣ Ή ΤΡΑΧΗΛΟΥ. ΑΝΩ ΤΩΝ 4 ΕΚ. ΣΕ ΜΗΚΟΣ",SURGICAL,OPERATING_ROOM
