substance_id,substance_name
6522,"Althaea Officinalis, Iceland Moss, Marrubium Vulgare, Pimpinella Anisum, Thymus Vulgaris L. Herba, Sambucus Nigra Flower"
6523,"Benzocaine, Ethanol (96 Per Cent), Matricariae Flos, Sage Leaf (Salvia Officinalis), Agrimoniae Herba, Salicylic Acid, Rhizoma Tormentillae, Water, Purified"
6524,"Benzocaine, Matricariae Flos, Sage Leaf (Salvia Officinalis), Boric Acid, Agrimoniae Herba, Salicylic Acid, Rhizoma Tormentillae, Essential Oil Of Peppermint, Citric Acid Monohydrate, Caryophylli Floris Aetheroleum, Foeniculi Amari Fructus Aetheroleum"
6525,"Ginseng Root Fluid Extract (1:1), Extracting Agent: Ethanol 34 % (V/V)"
6526,"Compound Rhubarb Tincture Bp, Glycerin Bp, Capsicum Tincture Bpc"
6527,"Taraxacum Officinale Root, Uva Ursi Dry Extract, Buchu Dry Extract"
6528,"Dry Extract Of Valerian Root (4.5-6:1), Extraction Solvent: Ethanol 60% V/V"
6529,"Citrullus Colocynthis Trit. D 4, Strychnos Nux-Vomica Trit D4, Veronicastrum Virginicum D2"
6530,"Sulfogaiacol, Liquid Extract From Thyme (1:2), Extraction Solvents: Ethanol 30% (V/V), Ammonia Solution 25%, Glycerol 95%, Tincture Of Primula Root (1:5), Extraction Solvent: Ethanol 70% (V/V)"
6531,"Codeine Phosphate, Foeniculi Tinctura, Pini Extractum Fluidum (Der 1:1,6)"
6532,Lichen Islandicus Extractum
6533,"Dry Extract Of Iceland Moss, Corresponds To 90 Mg To 120 Mg Of Iceland Moss, Extraction Solvent: Water"
6534,"Dry Extract From Iceland Moss (Der 30-40 : 1), Extraction Solvent: Water, Dry Extract Of Iceland Moss, Corresponds To 90 Mg To 120 Mg Of Iceland Moss, Extraction Solvent: Water"
6535,"Liquid Extract From Centaurea Benedicta Herb (Der 1:1.7-2.2), Extraction Solvent: Ethanol 40% (V/V), Liquid Extract From Matricaria Recutita Flower (Der 1:1.7-2.2), Extraction Solvent: Ethanol 45% (V/V), Liquid Extract From Glycyrrhiza Glabra Root (Der 1:"
6536,Herring
6537,"Acidum Arsenicosum Dil. D6, Lytta Vesicatoria Dil. D 6"
6538,"Herpes Simplex Nosode D12, Herpes Simplex Nosode D200, Herpes Simplex Nosode D30"
6539,"Herpes Zoster Nosode D12, Herpes Zoster Nosode D200, Herpes Zoster Nosode D30"
6540,"Daphne Mezereum Dil. D 4, Rhus Toxicodendron Dil. D4, Croton Tiglium Dil. D6, Natrium Chloratum Dil. D6"
6541,"Benzocaine, Zinc Oxide"
6542,"Heparin Sodium, Zinc Sulphate Monohydrate"
6543,"Euspongia Officinalis D3, Apocynum Cannabinum D7, Convallaria Majalis D3, Digitalis Purpurea D5"
6544,"Strophanthus Gratus Dil. D4, Cytisus Scoparius D3, Selenicereus Grandiflorus D2, Spigelia Anthelmia D5, Urginea Maritima Dil. D4, Crataegus Dil. D2"
6545,"Hawthorn Berries, Crataegi Folium Cum Flore"
6546,Tasimelteon
6547,Serplulimab
6548,"Dry Extract Primrose Root ( 5-7:1): Ethanol 60% M/M, Thymus Essential Oil, Dry Extract From Liquorice Root (3-4:1), Extraction Solvent: Water, Trockenextrakt Aus Eibischwurzel (Althaeae Radix, Dev 7-9:1, Auszugsmittel Wasser)"
6549,"Galphimia Glauca Trit. D3, Cardiospermum Trit. D3, Luffa Operculata Trit. D4"
6550,Luffa Operculata Trit. D4
6551,"Cardiospermum Dil. D3, Galphimia Glauca Dil. D3, Luffa Operculata Dil. D4"
6552,Mometasone Furoate Ph. Eur.
6553,"Acidum Arsenicosum Dil. D6, Aralia Racemosa Dil. D 3, Schoenocaulon Officinale Dil. D4, Sinapis Nigra Dil. D3 Ø With Ethanol 86 % (M/M)"
6554,Ethiodized Oil
6555,Ethyl Esters Of Iodised Fatty Acids From Poppyseed Oil
6556,"Lophophytum Leandri Dil. D3, Fucus Vesiculosus Dil. D6, Euspongia Officinalis Dil. D8"
6557,"Zincum Valerianicum D4, Passiflora Incarnata D1, Coffea D 6, Avena Sativa Dil. D1, Humulus Lupulus Dil. D2"
6558,"Echinacea Mother Tincture, Baptisia Tinctoria Dil. D2, Thuja Occidentalis Dil. D2, Kalium Chloratum Dil. D4, Acidum Silicicum Dil. D8, Bryonia Dil. D3, Lachesis Dil. D8"
6559,"Digitalis Purpurea D4, Kalium Carbonicum D3, Selenicereus Grandiflorus D2, Urginea Maritima D2, Nerium Oleander D4, Apocynum Cannabinum D4"
6560,"Luffa Operculata Trit. D3, Allium Cepa Trit. D2, Kalium Iodatum Trit. D12, Kalium Bichromicum Trit. D4"
6561,"Thyreoidinum E Gland. Thyreoid. Suis D12, Leonurus Cardiaca Trit. D1, Hedera Helix, Lycopus Virginicus, Spongia, Jodum D15"
6562,"Ioxaglate Meglumine, Ioxaglate Sodium"
6563,Hexachlorophene
6564,"Haemophilus Influenzae Type B Polysaccharide (Polyribosylribitol Phosphate), Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Hepatitis B Surface Antigen (Rdna), Pertussis Filamentous Haemagglutinin, Poliovirus (Inactivated) Type 3 (Saukett Strain), P"
6565,"Biclotymol, Enoxolone, Lysozyme Hydrochloride"
6566,"Thiamine Hydrochloride, Quinine Benzoate"
6567,Biclotymol
6568,Altretamine
6569,Inositol Nicotinate
6570,Inositol Nicotinate Bp
6571,Hexaminolevulinate
6572,Hexaminolevulinate Hydrochloride
6573,Hydrocortisone Hydrogen Succinate
6574,"Mannitol, Potassium Chloride, Sodium Chloride"
6575,"Mannitol, Potassium Chloride, Glucose Monohydrate"
6576,"Retinol Palmitate, Riboflavin Sodium Phosphate, Ascorbic Acid, Biotin, Colecalciferol, Nicotinamide, Pyridoxine Hydrochloride, Alphatocopherol Acetate"
6577,Hydroquinidine Hydrochloride
6578,Hydroquinone
6579,Hydroxyzine
6580,Hydroxocobalamin Chloride
6581,Passiflora Incarnata Dry Extract
6582,"D-Camphor, Ether, Tincture Of Valerian Root (1:5), Extraction Liquid: Ethanol 70 V/V, Peppermint Oil, Rosemary Oil"
6583,"Ampicillin Benzathine, Ampicillin Sodium"
6584,Nitrendipine
6585,Hypericum Perforatum (Dry Hydroalcoholic Extract)
6586,Hippocastani Semen
6587,Sodium Iodohippurate (131i)
6588,Indacaterol
6589,"Carbon Dioxide, Hydrogen Carbonate"
6590,Capsella Bursa-Pastoris
6591,"Aesculus Hippocastanum E Semine Ferm 34c Dil. D2 (Hab, Vs. 34c), Hamamelis Virginiana E Cortice Ferm 33e Dil. D2 (Hab, Vs. 33e), Hirudo Medicinalis Ex Animale Toto Gl Dil. D5 (Hab, Vs. 41c), Mercurius Vivus Dil. D14 Aquos., Pulsatilla Vulgaris E Floribus "
6592,"Aesculus Hippocastanum E Semine Ferm 34c Dil. D3 (Hab, Vs. 34c), Hamamelis Virginiana E Cortice Ferm 33e Dil. D3 (Hab, Vs. 33e), Hirudo Medicinalis Ex Animale Toto Gl Dil. D7 (Hab, Vs. 41c), Mercurius Vivus Dil. D14 Aquos., Pulsatilla Vulgaris E Floribus "
6593,Chondroitin Polysulfate
6594,Glycosaminoglycan Polysulfate
6595,Mucopolysaccharide Polysulfuric Acid Ester
6596,Mucopolysaccharides
6597,"Diphenhydramine Hydrochloride, Levomenthol, Ammonium Chloride"
6598,"Histaminum D12, Histaminum D200, Histaminum D30"
6599,Codeine Phosphate Sesquihydrate
6600,Noscapine Hydrochloride
6601,"Ethanol (96 Per Cent), Ether"
6602,"Apis Mellifica Dil. D4, Gelsemium Sempervirens Dil. D4, Kalium Iodatum Dil. D 3, Atropa Bella-Donna Dil. D6, Aconitum Napellus Dil. D4, Cinchona Pubescens Dil. D3, Phytolacca Dil. D3"
6603,"Myristica Fragrans Dil. D3, Rhus Toxicodendron D4, Acidum Arsenicosum D4, Kalium Iodatum Dil. D4, Aesculus Hippocastanum Ø, Panax Ginseng D2, Citrullus Colocynthis Dil. D4"
6604,"Lycopodium Clavatum Dil D 6, Platinum Metallicum Dil. D 10, Crataegus Dil. D4, Strychnos Ignatii Dil. D4, Stannum Metallicum D10, Turnera Diffusa D3, Chamomilla Recutita Dil. D2, Amanita Muscaria Dil. D6"
6605,"Acidum Arsenicosum Dil. D6, Chininum Arsenicosum Dil. D 6, Pulsatilla Pratensis Dil. D6, Arsenum Iodatum Dil. D8, Lycopus Virginicus D3, Calcium Carbonicum Hahnemanni Dil. D12, Lachesis Dil. D12"
6606,"Tyrothricin, Benzocaine"
6607,"Hypericum Perforatum Dry Extract (3,5 - 6,0:1), Extract Ethanol 60% (M/M), Dry Extract From Black Cohosh (4,5-8,5:1), Extraction Solvent: Ethanol 60% V/V"
6608,Ex Vivo Expanded Autologous Human Corneal Epithelial Cells Containing Stem Cells
6609,Ifosfamide
6610,"Levomenthol, Coal Tar Solution, Ethereal Oil, Borax"
6611,Elder Pollen
6612,Sambucus Nigra Flower
6613,"Natrium Tetraboracicum C5, Kalium Bichromicum C5, Acidum Sulfuricum C5"
6614,"Chelidonium Majus D5, Raphanus Sativus Niger D7, Rhamnus Frangula D7"
6615,"Passiflora Incarnata D3, Hyoscyamus Niger C5, Myristica Fragrans C4, Datura Stramonium C5"
6616,"Bryonia Dioica, Atropa Bella-Donna, Bromine, Arisaema Triphyllum C3, Arnica Montana C3, Pulsatilla Vulgaris C3, Mercurius Solubilis, Spongia Tosta, Phytolacca Americana"
6617,"Mercurius Solubilis Hahnemanni C3, Pulsatilla Pratensis C3, Bryonia C3, Bromum C3, Phytolacca Americana C3, Arisaema Triphyllum C3, Arnica Montana C3, Atropa Bella-Donna C3, Euspongia Officinalis C3"
6618,Influenzinum C9
6619,"Valeriana Officinalis D6, Crataegus D8, Passiflora Incarnata D4"
6620,"Cactus (=selenicereus Grandiflorus) Trit. D1, Nitroglycerinum Trit. D4, Rauwolfia Trit. D2, Viscum Albumtrit. D1"
6621,"Boric Acid, Calendula Officinalis Mother Tincture, Phytolacca Decandra Mother Tincture, Benzoin Siam Mother Tincture, Bryonia Mother Tincture"
6622,"Magnesium Carbonicum C5, Calendula Officinalis D3, Euphrasia Officinalis D3"
6623,"Silicea C5, Magnesium Carbonicum C5, Calcium Fluoratum C5, Kalium Chloratum C5, Cineraria Maritima C5, Calendula Officinalis D3, Euphrasia Officinalis D3"
6624,"Verbascum Thapsus D7, Mentha Piperita D5, Viola Odorata D6"
6625,"Lappa Major D4, Berberis Vulgaris D5, Taraxacum Officinale D4"
6626,"Silybum Marianum Dil. D 3, Pulsatilla Vulgaris D6, Berberis Vulgaris D5"
6627,"Bryonia C3, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Mercurius Solubilis Hahnemanni C6, Populus Candicans C6, Euspongia Officinalis C6"
6628,"Bryonia Dioica, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Populus Candicans C6, Mercurius Solubilis, Spongia Tosta"
6629,"Bryonia Trit. D 3, Phytolacca Americana Trit D 4, Ledum Palustre Trit. D2, Guajacum Ø"
6630,"Crataegus D1, Convallaria Majalis D2, Scilla Maritima D1, Adonis Vernalis D1"
6631,"Convallaria Majalis Urtinktur, Nitroglycerinum Dil. D3, Crataegus Mother Tincture"
6632,"Chelidonium Ø, Dioscorea Villosa Trit. D2, Taraxacum Officinale Trit. D2, Magnesium Sulfuricum Trit. D1"
6633,"Acidum Picrinicum Trit. D3, Calcium Phosphoricum Trit. D2, Calcium Carbonicum Hahnemanni Trit. D3, Kalium Phosphoricum Trit. D2, Kalium Bromatum Trit. D4"
6634,Populus Tremuloides Trit. D1
6635,"Rauwolfia Serpentina D3, Cactus Dil. D1, Viscum Album Mother Tincture, Crataegus Mother Tincture"
6636,"Reserpinum D3, Rauwolfia Serpentina D3, Crataegus D2, Viscum Album D2"
6637,Amylmetacresol
6638,Humulus Lupulus L. Flos
6639,Treprostinil
6640,"Calcium Carbonicum Hahnemanni Dil. D8, Sepia Officinalis Dil. D 6, Strychnos Ignatii Dil. D 6, Acidum Nitricum Dil. D4, Aquilegia Vulgaris Dil. D4, Viburnum Opulus Dil. D3, Myristica Fragrans Dil. D6, Conyza Canadensis Dil. D3, Origanum Majorana Dil. D4, "
6641,"Sepia Officinalis Dil. D 6, Calcium Carbonicum Hahnemanni D8, Conyza Canadensis D3, Cyclamen Purpurascens D4, Myristica Fragrans D6, Strychnos Ignatii D6, Viburnum Opulus D3"
6642,"Corpus Vitreum Bovis Gl Dil. D7 (Hab, Vs. 41b), Lens Cristallina Bovis Gl Dil. D11 (Hab, Vs. 41b), Rosae Aetheroleum Dil. D7 (Hab, Vs. 5a, Lsg. D1 Mit Ethanol 94% (M/M)), Silberhornerz Dil. D5 (Hab, Vs. 6), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. "
6643,"Cartilago Articularis Bovis Gl Dil. D11 (Hab, Vs. 41b), Silberhornerz Dil. D5 (Hab, Vs. 6), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D2 (Hab, Vs. 34i)"
6644,"Cartilago Articularis Bovis Gl Dil. D11 (Hab, Vs. 41b), Silberhornerz Dil. D5 (Hab, Vs. 6), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D4 (Hab, Vs. 34i)"
6645,"Corpus Vitreum Bovis Gl Dil. D7 (Hab, Vs. 41b), Lens Cristallina Bovis Gl Dil. D11 (Hab, Vs. 41b), Silberhornerz Dil. D5 (Hab, Vs. 6), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D2 (Hab, Vs. 34i)"
6646,"Corpus Vitreum Bovis Gl Dil. D7 (Hab, Vs. 41b), Lens Cristallina Bovis Gl Dil. D11 (Hab, Vs. 41b), Silberhornerz Dil. D5 (Hab, Vs. 6), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D5 (Hab, Vs. 34i)"
6647,"Thick Extract Of Saw Palmetto Fruit (7.5-12.5: 1), Extraction Solvent: Ethanol 90% (M/M)"
6648,Equisetum
6649,Horsetail Herb Powdered
6650,Equisetum Dry Extract
6651,"Camphor, Methyl Salicylate, Pine Oil, Turpentine Oil"
6652,"Dry Hydroalcoholic Extract Of Valerian Root (4-7:1), Extraction Solvent: Ethanol 70% V/V, Dry Extract From Hop Strobile (4-8:1), Extraction Solvent: Methanol 40% (V/V)"
6653,"Hop Strobile Dry Extract, Valerianae Radix Dry Extract"
6654,"Valeriana Officinalis L. Root Dry Extract, Lupuli Strobuli Extractum Siccum"
6655,"Crotalus Horridus Dil. D 8, Lachesis Dil. D10"
6656,"Dry Extract Of Nettle Leave (19-33: 1), Extraction Solvent: Isopropyl Alcohol 95% (V/V)"
6657,Chicken Protein Allergen Extract
6658,Lavender Oil
6659,Insulin Lispro
6660,"Water For Injection, Phenol, Sodium Chloride, Human Serum Albumin"
6661,Human Hemin
6662,Human Hepatitis B Immunoglobulin (Iv)
6663,Human Varicella Immunoglobulin
6664,Paromomycin Sulfate
6665,"Benzalkonium Chloride, Lidocaine Hydrochloride"
6666,Oxomemazine
6667,Insulin Human (Rdna)
6668,Lobster
6669,"Mercurius Solubilis Hahnemanni Dil D8, Cistus Canadensis Dil. D6, Acidum Silicicum Dil. D8"
6670,Dog Epithelium Extract
6671,Canis Lupus Familiaris Hair
6672,Bermuda Grass Pollen
6673,Thymi Extractum Fluidum
6674,"Atropa Bella-Donna D4, Urginea Maritima Dil. D4, Arsenum Iodatum Dil. D6, Cuprum Aceticum Dil. D6, Causticum Hahnemanni Dil. D6"
6675,"Kalium Iodatum D12, Stibium Sulfuratum Aurantiacum D12, Polygala Senega D8"
6676,Plantago Lanceolatae Folium Dry Extract
6677,"Althaea Officinalis Root, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root"
6678,"Marshmallow Root, Iceland Moss, Plantaginis Lanceolatae Folium, Thymi Herba, Liquorice Root"
6679,"Marshmallow Root, Iceland Moss, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root"
6680,"Foeniculum Vulgare, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root"
6681,"Ipecacuanha, Ethanol. Decoctum Ø (= D1), Pulsatilla Vulgaris Dil. D3, Aqueous Decoctum From Solanum Dulcamara, Stipites Sicc.: Marrubium Vulgare, Herba Sicc.: Anisi Fructus: Serpylli Herba: Thymi Herba, Drosera Dil. D2"
6682,"Marshmallow Root, Plantaginis Lanceolatae Folium, Thymi Herba, Liquorice Root"
6683,"Thymus Vulgaris, Plantaginis Lanceolatae Folium"
6684,"Marshmallow Root, Liquorice Root"
6685,"Liquid Extract From A Mixture Of Solanum Dulcamara Stem, Marrubium Vulgare Leaf, Aniseed, Wild Thyme And Thyme (1:2.33:3.33:2.33:19) (Der: 1: 6-7), Extraction Solvent: Water, Liquid Extract From Ipecacuanha Root (Der: 1:9-10), Extraction Solvent: Ethanol "
6686,Plantago Lanceolata Herb Fluid Extract
6687,"Marshmallow Root, Thymus Vulgaris, Plantaginis Lanceolatae Folium, Liquorice Root"
6688,"Star Anise Oil, Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)"
6689,"Liquid Extract Of Ribwort Plantain (1:1), Extraction Solvent: Ethanol 20% M/M"
6690,Hyaluronic Acid
6691,Hyaluronidase
6692,Topotecan
6693,"Hydrocortisone Acetate, Neomycin Sulfate, Hydrocortisone"
6694,Hydralazine
6695,Hydrazine Sulfate
6696,"Sodium Chloride, Sodium Lactate"
6697,"Dexpanthenol, Allantoin, Ethyl Linoleate"
6698,Dihydroabietyl Alcohol
6699,"Digitalis Purpurea Dil. D4, Convallaria Majalis Dil. D4, Urginea Maritima Dil. D4, Kalium Nitricum D4, Apocynum Dil. D3, Cactus Dil. D2"
6700,"Hydrocortisone, Oxytetracycline"
6701,"Hydrocortisone Acetate, Polymyxin B Sulfate, Oxytetracycline Hydrochloride"
6702,"Hydrocortisone Acetate, Lidocaine Hydrochloride Monohydrate"
6703,Hydrocortisone Acetate Ph. Eur.
6704,Hydrocortisone Ph. Eur.
6705,"Hydrocortisone, Urea"
6706,Hydroflumethiazide Bp
6707,Hydrogen Peroxide Solution (6 Per Cent) Bp
6708,Hydrogen Peroxide Solution (35 Per Cent)
6709,Hydrogen Peroxide Solution (30 Per Cent)
6710,Hydromorphone
6711,"Methyl Parahydroxybenzoate, Cetostearyl Alcohol"
6712,"Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Ergocalciferol, Dexpanthenol, Nicotinamide, Pyridoxine Hydrochloride, Alphatocopherol Acetate, Vitamin A Concentrate (Oily Form), Synthetic"
6713,Hydroxocobalamin Acetate Ph. Eur.
6714,Hydroxychloroquine Sulphate Bp
6715,Hydroxychloroquine
6716,Hydroxycitronellal
6717,4-(4-Hydroxy-4-Methylpentyl)cyclohex-3-Ene-1-Carbaldehyde
6718,Sirolimus
6719,"Escherichia Coli, Lactobacillus Acidophilus, Lactobacillus Helveticus, Enterococcus Faecalis"
6720,"Lactobacillus Helveticus Dsm 4183 Aqueous Substrate Of Metabolic Products, Lactobacillus Acidophilus Dsm 4149, Aquaeous Substrate Of Metabolic Products, Enterococcus Faecalis Dsm 4086, Aqueous Substrate Of The Metabolites, Escherichia Coli Dsm 4087 Germ-F"
6721,"Lactobacillus Helveticus Dsm 4183 Aqueous Substrate Of Metabolic Products, Lactobacillus Acidophilus Dsm 4149, Aquaeous Substrate Of Metabolic Products, Enterococcus Faecalis, Escherichia Coli Dsm 4087 Germ-Free, Aquaeous Substrate Of The Metabolic Produc"
6722,"Sodium Hyaluronate, Carbomer 981"
6723,Marstacimab
6724,Hyoscine Hydrobromide Ep
6725,"Hyoscyamus Dil. D1, Valeriana, Ethanol. Decoctum Dil. D3"
6726,"Hypericum Perforatum Tincture, Calendula Officinalis Tincture"
6727,"Crataegus Mother Tincture, Viscum Album Dil. D1, Glonoinum Dil. D4, Barium Carbonicum Dil. D8"
6728,"Hypericum Perforatum Dil. D 4 Vinos, Strychnos Ignatii Dil. D4, Valeriana Dil. D4"
6729,Hypericum Perforatum Mother Tincture
6730,"St. John´s Wort Dry Extract, Quantified, Der 3-7:1, Extraction Solvent: Methanol 80 % (V/V)"
6731,Hypericum Auro Cultum Rh Dil. D2
6732,Hypericum Auro Cultum Rh Dil. D3
6733,"Hypericum Auro Cultum, Herba Dil. D3"
6734,"Hypericum Auro Cultum, Herba Dil. D2"
6735,"Hypericum Perforatum D6, Hypericum Perforatum Mother Tincture, Hypericum Perforatum D12"
6736,"Hypericum, Flos, Ol. Sesami Extr. 1:2"
6737,"Hypericum Perforatum Dil. D30, Hypericum Perforatum Dil. D12, Hypericum Perforatum Dil. D200"
6738,"Dry Extract From St. John's Wort, Equivalent To 170-305 Mg Of St. John's Wort, Extraction Solvent: Ethanol 68% (V/V)"
6739,"Dry Extract Of St. John's Wort (Der: 3-5:1), Corresponding To 0.36-0.84 Mg Of Hypericin And 9-18 Mg Hyperforin, Extraction Solvent: Methanol 80% (V/V)"
6740,Rilmenidine Dihydrogen Phosphate
6741,"Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Potassium Acetate, Sodium Acetate Trihydrate"
6742,Dry Extract From Fresh St. John's Wort
6743,"Acetylsalicylic Acid, Rivaroxaban"
6744,"Hypophysis Bovis Gl Dil. D6 (Hab, Vs. 41a)"
6745,"Hypophysis Suis D200, Hypophysis Suis Dil. D30, Hypophysis Suis D10"
6746,"Hypophysis Suis D12, Hypophysis Suis D200, Hypophysis Suis D8, Hypophysis Suis Dil. D30"
6747,"Hypophysis Bovis Gl Dil. D7 (Hab, Vs. 41a), Stannum Metallicum Dil. D14 Aquos."
6748,"Hypothalamus Suis D10, Hypothalamus Suis D200, Hypothalamus Suis D30"
6749,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose, Lactic Acid, Sodium Lactate, Potassium Phosphate"
6750,"Crataegus D2, Cytisus Scoparius D3, Prunus Laurocerasus D3, Nerium Oleander D3"
6751,"Laurocerasus Dil. D3, Crataegus Dil. D1, Oleander Dil. D3, Spartium Scoparium Dil. D2"
6752,"Insulin Injection Isophane Biphasic, Insulin Porcine"
6753,Insulin Porcine
6754,"Human Normal Immunoglobulin, Hyaluronidase (Human Recombinant)"
6755,"Ibuprofen, Heparinoid"
6756,"Strophantus Gratus Dil. D4, Naja Naja Dil. D 3, Nicotiana Tabacum Dil. D 12, Spigelia Anthelmia Dil. D 8, Nitroglycerinum D6, Selenicereus Grandiflorus D2, Crataegus Dil. D4, Iberis Amara Dil. D3"
6757,"Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra Root, Carvi Extractum Fluidum"
6758,"Milk Thistle Fruit Extract, Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Chelidonium Majus, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra Root, Angelica Archangelica Extract, Carvi Extractum Fluidum"
6759,"Extract Of Iberis Amara (1 : 1.5 - 2.5), Extracting Agent: Ethanol 50 % (V/V), Liquid Extract Of Caraway Fruit (1 : 2.5 - 3.5), Extracting Agent: Ethanol 30 % (V/V), Liquid Extract Of Matricaria Flower (1 : 2 - 4), Extracting Agent: Ethanol 30 % (V/V), Li"
6760,"Extract Of Iberis Amara (1 : 1.5 - 2.5), Extracting Agent: Ethanol 50 % (V/V), Liquid Extract Of Caraway Fruit (1 : 2.5 - 3.5), Extracting Agent: Ethanol 30 % (V/V), Extract Of Liquorice Root (1 : 2.5 - 3.5), Extracting Agent: Ethanol 30 % (V/V), Liquid E"
6761,Palbociclib
6762,Mebeverine Hydrochloride Bp
6763,"Codeine Phosphate Hemihydrate, Ibuprofen Arginine"
6764,Ibuprofen Bp
6765,Ibuprofen Sodium
6766,Indobufen
6767,Icatibant Acetate
6768,Ammonium Bituminosulfonate Concentrate
6769,Ammonium Bituminosulfonate Light
6770,"Hydrocortisone Acetate, Sodium Bituminosulfonate Light"
6771,Sodium Bituminosulfonate Dry Substance
6772,"Aluminium Potassium Sulfate, Calcium Oxide, Ichthammol, Sodium Perborate"
6773,Ponatinib
6774,Idarubicin Hydrochloride
6775,Imlifidase
6776,Albutrepenonacog Alfa
6777,"Enterococcus Faecium, Bifidobacterium Longum"
6778,"Bryonia C5, Aluminium Oxydatum C5, Myristica Fragrans C5"
6779,Buffered Phosphate Solution
6780,Mertiatide
6781,"Aminoacridine Hydrochloride, Lidocaine Hydrochloride Monohydrate"
6782,"Kalanchoe Daigremontiana/Pinnata E Foliis Ferm 33b Dil. D2 (Hab, Vs. 33b), Lachesis Dil. D11 Aquos. (Hab, Vs. 5b), Strychnos Ignatii E Semine Ferm 35b Dil. D3 (Hab, Vs. 35b)"
6783,"Strychnos Ignatii Dil. D12, Nitroglycerinum Dil. D12, Lachesis Dil. D12"
6784,"Strychnos Ignatii Dil. D200, Strychnos Ignatii Dil. D30, Strychnos Ignatii Dil. D12"
6785,Nicorandil
6786,Canakinumab
6787,Gozetotide
6788,"Eucalyptus Oil, Turpentine Oil, Larix Decidua Resin"
6789,"Indapamide, Telmisartan"
6790,"Ramipril, Acetylsalicylic Acid, Atorvastatin Calcium Trihydrate"
6791,"Ramipril, Atorvastatin Hemicalcium 1.5 H2o, Acetylsalicylic Acid Ph. Eur."
6792,Tildrakizumab
6793,"Brompheniramine Maleate, Paracetamol, Caffeine"
6794,"Brompheniramine Maleate, Paracetamol, Calcium Ascorbate Dihydrate, Caffeine"
6795,"Dextromethorphan Hydrobromide, Doxylamine Hydrogen Succinate, Paracetamol"
6796,Nipocalimab
6797,"Prednisolone Acetate, Clotrimazole, Hexamidine Diisetionate"
6798,"Clotrimazole, Hexamidine Diisetionate"
6799,Fluspirilene
6800,Imatinib Mesilate
6801,"Argentum Metallicum D30, Echinacea D6"
6802,"Clotrimazole, Hexamidine Diisetionate, Prednisolone Acetate Ph. Eur."
6803,"Indapamide, Ramipril"
6804,"Sepia Officinalis Dil. D 8, Lycopodium Clavatum Dil. D30, Acidum Arsenicosum Dil. D30, Gelsemium Sempervirens Dil. D12, Atropa Bella-Donna Dil. D12, Kalium Phosphoricum Dil. D6, Phosphorus Dil. D6, Semecarpus Anacardium Dil. D6"
6805,"Lycopodium Clavatum Dil. D8, Kalium Phosphoricum Dil. D6, Phosphorus Dil. D6, Semecarpus Anacardium Dil. D6"
6806,Ibrutinib
6807,Setmelanotide
6808,Iomeprol
6809,Durvalumab
6810,"Cilastatin, Imipenem Anhydrate"
6811,Imidurea
6812,Imipramine Hydrochloride
6813,Imipramine Hydrochloride Ph. Eur.
6814,Imipramine Hydrochloride Bp
6815,Tremelimumab
6816,Talimogene Laherparepvec
6817,Rivastigmine Hydrogen Tartrate
6818,Leucocyti Dialysatum Cryodesiccatum
6819,"Glycine, Haemophilus Influenzae Type B (Hib), Klebsiella Ozaenae, Klebsiella Pneumoniae, Neisseria Catarrhalis, Staphylococcus Aureus, Streptococcus Pneumoniae, Streptococcus Pyogenes, Streptococcus Viridans, Lyophilized Bacterial Lysates"
6820,"Immunocyanine, Standardised"
6821,"Bcg (Bacillus Calmette-Guérin), Live Attenuated Connaught Strain"
6822,Echinacea Purpurea Mother Tincture
6823,Recombinant Human Interferon Gamma 1b
