drug_id,drug_name
EMA0033102,Fenofibrate Teva
EMA0033103,Fenofibrate Teva Sante
EMA0033104,Fenofibrate Teva Uk
EMA0033105,Fenofibrate Torrent Pharma (Uk)
EMA0033106,Fenofibrate Viatris
EMA0033107,Fenofibrate Viatris
EMA0033108,Fenofibrate Viatris
EMA0033109,Fenofibrate Zentiva
EMA0033110,Fenofibrate Zentiva Pharma Uk
EMA0033111,Fenofibrate Zydus
EMA0033112,Fenofibrate Zydus
EMA0033113,Fenofibrato Aurobindo
EMA0033114,Fenofibrato Aurovitas
EMA0033115,Fenofibrato Doc Generici
EMA0033116,Fenofibrato Eg
EMA0033117,Fenofibrato Farmoz
EMA0033118,Fenofibrato Farmoz
EMA0033119,Fenofibrato Generis
EMA0033120,Fenofibrato Kern Pharma
EMA0033121,Fenofibrato Mylan
EMA0033122,Fenofibrato Pensa
EMA0033123,Fenofibrato Pensa Pharma
EMA0033124,Fenofibrato Sandoz
EMA0033125,Fenofibrato Sun
EMA0033126,Fenofibrato Teva
EMA0033127,Fenofibrato Tolife
EMA0033128,Fenofibrato Viatris
EMA0033129,Fenofibrato Zentiva
EMA0033130,Fenofix
EMA0033131,Fenogal
EMA0033132,Fenogal Lidose
EMA0033133,Fenolax
EMA0033134,Fenolip
EMA0033135,Fenolip
EMA0033136,Fenolip Retard
EMA0033137,Fenolo Marco Viti
EMA0033138,Fenopine
EMA0033139,Fenorol
EMA0033140,Fenosup Lidose
EMA0033141,Fenoswiss
EMA0033142,Fenoswiss Forte
EMA0033143,Fenoxa
EMA0033144,Fenoxa
EMA0033145,Fenoximetylpenicillin Eql
EMA0033146,Fenoximetylpenicillin Eql Pharma
EMA0033147,Fenoximetylpenicillin Orifarm
EMA0033148,Fenoxymethylpenicilline Cf
EMA0033149,Fenoxymethylpenicilline Teva
EMA0033150,Fenpaed
EMA0033151,Fenpatch
EMA0033152,Fenprocoumon Sandoz
EMA0033153,Fenroo
EMA0033154,Fenta Regiomedica Matrix
EMA0033155,Fentabucc Akut
EMA0033156,Fentadolor
EMA0033157,Fentadur
EMA0033158,Fental Matrix
EMA0033159,Fentalgon
EMA0033160,Fentalis
EMA0033161,Fentalis Akut
EMA0033162,Fentalis Reservoir
EMA0033163,Fentamat
EMA0033164,Fentamedica Matrix
EMA0033165,Fentanest
EMA0033166,Fentanest
EMA0033167,Fentanil Aristo
EMA0033168,Fentanil Ethypharm
EMA0033169,Fentanil Kalceks
EMA0033170,Fentanil Torrex
EMA0033171,Fentanil Zentiva
EMA0033172,Fentanilo
EMA0033173,Fentanilo Aristo
EMA0033174,Fentanilo Aurovitas
EMA0033175,Fentanilo Aurovitas Spain
EMA0033176,Fentanilo B. Braun
EMA0033177,Fentanilo Basi
EMA0033178,Fentanilo Basi
EMA0033179,Fentanilo Ethypharm
EMA0033180,Fentanilo Kalceks
EMA0033181,Fentanilo Kalceks
EMA0033182,Fentanilo Labesfal
EMA0033183,Fentanilo Lavipharm
EMA0033184,Fentanilo Matrix Cinfa
EMA0033185,Fentanilo Matrix Kern Pharma
EMA0033186,Fentanilo Matrix Normon
EMA0033187,Fentanilo Matrix Ratiopharm
EMA0033188,Fentanilo Matrix Stada
EMA0033189,Fentanilo Matrix Viatris
EMA0033190,Fentanilo Medlink
EMA0033191,Fentanilo Mylan
EMA0033192,Fentanilo Sandoz
EMA0033193,Fentanilo Viatris
EMA0033194,Fentanilo Wynn
EMA0033195,Fentanilo Zentiva
EMA0033196,Fentanyl
EMA0033197,Fentanyl
EMA0033198,"Fentanyl ""kalceks"""
EMA0033199,"Fentanyl ""sandoz"""
EMA0033200,Fentanyl ”hameln”
EMA0033201,Fentanyl 1 A Pharma
EMA0033202,Fentanyl 1 A Pharma
EMA0033203,Fentanyl 1a Pharma
EMA0033204,Fentanyl 50 Microgram/Ml
EMA0033205,Fentanyl Abz
EMA0033206,Fentanyl Accord
EMA0033207,Fentanyl Actavis
EMA0033208,Fentanyl Al
EMA0033209,Fentanyl Alvogen
EMA0033210,Fentanyl Aristo
EMA0033211,Fentanyl Arrow
EMA0033212,Fentanyl As Kalceks
EMA0033213,Fentanyl Aurobindo
EMA0033214,Fentanyl Awd
EMA0033215,Fentanyl B. Braun
EMA0033216,Fentanyl Basi
EMA0033217,Fentanyl Beta
EMA0033218,Fentanyl Bgr
EMA0033219,Fentanyl Biogaran
EMA0033220,Fentanyl Cf
EMA0033221,Fentanyl Citrate Aristo
EMA0033222,Fentanyl Citrate Kalceks
EMA0033223,Fentanyl Ct
EMA0033224,Fentanyl Demo
EMA0033225,Fentanyl Eg
EMA0033226,Fentanyl Elc
EMA0033227,Fentanyl Esparma
EMA0033228,Fentanyl Ethypharm
EMA0033229,Fentanyl Genericon
EMA0033230,Fentanyl Glenmark
EMA0033231,Fentanyl Glenmark
EMA0033232,Fentanyl Hameln
EMA0033233,Fentanyl Hameln Pharma
EMA0033234,Fentanyl Hennig
EMA0033235,Fentanyl Heumann
EMA0033236,Fentanyl Hexal
EMA0033237,Fentanyl Kalceks
EMA0033238,Fentanyl Kalceks
EMA0033239,Fentanyl Lavipharm
EMA0033240,Fentanyl Martindale Pharmaceuticals
EMA0033241,Fentanyl Mat Hexal
EMA0033242,Fentanyl Matrix Awd
EMA0033243,Fentanyl Matrix Eg
EMA0033244,Fentanyl Matrix Sandoz
EMA0033245,Fentanyl Matrixpleister Viatris
EMA0033246,Fentanyl Mercury Pharmaceuticals
EMA0033247,Fentanyl Mercury Pharmaceuticals (Ireland)
EMA0033248,Fentanyl Mercury Pharmaceuticals (Ireland) Ltd.
EMA0033249,Fentanyl Mit Integriertem Applikator Zur Anwendung In Der Mundhöhle Ribosepharm
EMA0033250,Fentanyl Mylan
EMA0033251,Fentanyl N.A.
EMA0033252,Fentanyl Orion
EMA0033253,Fentanyl Painbreak Pb Pharma
EMA0033254,Fentanyl Panpharma
EMA0033255,Fentanyl Piramal
EMA0033256,Fentanyl Piramal
EMA0033257,Fentanyl Piramal Critical Care
EMA0033258,Fentanyl Ps Marketing Und Outsourcing
EMA0033259,Fentanyl Puren
EMA0033260,Fentanyl Ratiopharm
EMA0033261,Fentanyl Renaudin
EMA0033262,Fentanyl S 1 A Pharma
EMA0033263,Fentanyl Sandoz
EMA0033264,Fentanyl Sandoz
EMA0033265,Fentanyl Stad Arzneimittel
EMA0033266,Fentanyl Stada
EMA0033267,Fentanyl Stada Ag
EMA0033268,Fentanyl Stada Arzneimittel
EMA0033269,Fentanyl Takeda
EMA0033270,Fentanyl Teva
EMA0033271,Fentanyl Teva Sante
EMA0033272,Fentanyl Torrex
EMA0033273,Fentanyl Torrex
EMA0033274,Fentanyl Viatris
EMA0033275,Fentanyl Viatris
EMA0033276,Fentanyl Winthrop
EMA0033277,Fentanyl Wzf
EMA0033278,Fentanyl Wzf
EMA0033279,Fentanyl Zentiva
EMA0033280,Fentanyl-Piramal
EMA0033281,Fentanyl-Piramal
EMA0033282,Fentanyyli Basi
EMA0033283,Fentapatch Matrix
EMA0033284,Fentapon
EMA0033285,Fentaristo
EMA0033286,Fentavera
EMA0033287,Fentibel
EMA0033288,Fenticer
EMA0033289,Fenticerta
EMA0033290,Fenticonazole Gerda
EMA0033291,Fenticonazole Substipharm
EMA0033292,Fentinal
EMA0033293,Fentoron
EMA0033294,Fentrinol
EMA0033295,Fenuril
EMA0033296,Fenvel
EMA0033297,Fenyklový Čaj
EMA0033298,Fenylat
EMA0033299,Fenylbutazon Oba
EMA0033300,Fenylefrin Abcur
EMA0033301,Fenylefrin Abcur
EMA0033302,Fenylefrin Aguettant
EMA0033303,Fenylefrin Unimedic
EMA0033304,Fenylefrina Aguettant
EMA0033305,Fenylefrine Added Pharma
EMA0033306,Fenylefrine Aguettant
EMA0033307,Fenylefrine Altan
EMA0033308,Fenylefrine Unimedic
EMA0033309,Fenyrox
EMA0033310,Fenytoïne Desitin
EMA0033311,Fenzil
EMA0033312,Fenzil
EMA0033313,Fenzyvag
EMA0033314,Feofol
EMA0033315,Feospan
EMA0033316,Feoxan
EMA0033317,Feparil
EMA0033318,Feple
EMA0033319,Fepyr Spag
EMA0033320,Fer
EMA0033321,Fer De Far
EMA0033322,Fer Nouveau-Ne Ap-Hp
EMA0033323,Fer Panpharma
EMA0033324,Fer Sandoz
EMA0033325,Ferabz
EMA0033326,Ferabz
EMA0033327,Feraccru
EMA0033328,Feragluc
EMA0033329,Feralice
EMA0033330,Ferant
EMA0033331,Ferapplic
EMA0033332,Ferbessa
EMA0033333,Ferbisol
EMA0033334,Fercarbos
EMA0033335,Fercarbos Viatris
EMA0033336,Fercayl
EMA0033337,Fercelan
EMA0033338,Ferdiv
EMA0033339,Feremazol
EMA0033340,Ferens
EMA0033341,Ferensin
EMA0033342,Ferglurom
EMA0033343,Fergon
EMA0033344,Feriliva
EMA0033345,Feriliva
EMA0033346,Ferinject
EMA0033347,Feristark
EMA0033348,Feriv
EMA0033349,Ferlatum
EMA0033350,Ferlixit
EMA0033351,Ferloc-D
EMA0033352,Fermed
EMA0033353,Fero Verisfield
EMA0033354,Ferofix
EMA0033355,Fero-Folic
EMA0033356,Ferograd
EMA0033357,Ferograd
EMA0033358,Fero-Grad Vitamine C
EMA0033359,Ferogradumet
EMA0033360,Fero-Gradumet
EMA0033361,Fero-Gradumet
EMA0033362,Ferolib
EMA0033363,Feroplex
EMA0033364,Ferosac
EMA0033365,Ferplex
EMA0033366,Ferplex
EMA0033367,Ferplex Fol
EMA0033368,Ferracin
EMA0033369,Ferranate
EMA0033370,Ferreluc
EMA0033371,Ferretab
EMA0033372,Ferretab
EMA0033373,Ferretab Comp
EMA0033374,Ferretab Comp.
EMA0033375,Ferretab Comp. Vitamin C
EMA0033376,Ferretab Forte Plusz C
EMA0033377,Ferretti
EMA0033378,Ferric Carboxymaltose Rowex
EMA0033379,Ferric Carboxymaltose Sandoz
EMA0033380,Ferric Carboxymaltose Sandoz
EMA0033381,Ferric Carboxymaltose Teva
EMA0033382,Ferric Carboxymaltose Teva
EMA0033383,Ferric Carboxymaltose Viatris
EMA0033384,Ferric Hydroxide Polymaltose Complex Help
EMA0033385,Ferricarboxymaltose Viatris
EMA0033386,Ferricure
EMA0033387,Ferrinemia
EMA0033388,Ferriprox
EMA0033389,Ferritin Complex
EMA0033390,Ferritin Oti
EMA0033391,Ferrlecit
EMA0033392,Ferrlecit
EMA0033393,Ferrlecit
EMA0033394,Ferrnat
EMA0033395,Ferro - Gradumet
EMA0033396,Ferro Aiwa
EMA0033397,Ferro Complex
EMA0033398,Ferro Duodenal Sanol
EMA0033399,Ferro Duretter
EMA0033400,Ferro Gluconato Eg
EMA0033401,Ferro Grad Folic
EMA0033402,Ferro Sanol
EMA0033403,Ferro Sanol Comp
EMA0033404,Ferro Sanol Duodenal
EMA0033405,Ferro Sanol Duodenal Mite
EMA0033406,Ferro Sanol Gyn
EMA0033407,Ferrobest Oral
EMA0033408,Ferrobival
EMA0033409,Ferrocur
EMA0033410,Ferro-Data
EMA0033411,Ferrodue
EMA0033412,Ferrofolin
EMA0033413,Ferrofumaraat Cf
EMA0033414,Ferrofumaraat Teva
EMA0033415,Ferrograd
EMA0033416,Ferro-Grad
EMA0033417,Ferrograd – Fol
EMA0033418,Ferrograd C
EMA0033419,Ferrograd C
EMA0033420,Ferro-Grad C
EMA0033421,Ferrograd Folic
EMA0033422,Ferrograd Folic
EMA0033423,Ferrograd Folic
EMA0033424,Ferrograd Fólico
EMA0033425,Ferrogradumet
EMA0033426,Ferro-Gradumet
EMA0033427,Ferrogyn
EMA0033428,Ferrola
EMA0033429,Ferrola
EMA0033430,Ferromax
EMA0033431,Ferroprol
EMA0033432,Ferroprotina
EMA0033433,Ferrostrane
EMA0033434,Ferrostrane Nourrissons
EMA0033435,Ferro-Tardyferon
EMA0033436,Ferro-Tardyferon Fol
EMA0033437,Ferrous Fumarate Aurobindo
EMA0033438,Ferrous Fumarate Kent Pharma Uk
EMA0033439,Ferrous Fumarate Mercury Pharma Group Ltd
EMA0033440,Ferrous Fumarate Mercury Pharmaceuticals
EMA0033441,Ferrous Fumarate Mercury Pharmaceuticals Ltd
EMA0033442,Ferrous Fumarate Mercury Pharmaceuticals Ltd
EMA0033443,Ferrous Fumarate Remedica
EMA0033444,Ferrous Gluconate Bp Farmak Pharmaceuticals Uk
EMA0033445,Ferrous Gluconate Bristol Laboratories
EMA0033446,Ferrous Gluconate Chelonia Healthcare
EMA0033447,Ferrous Gluconate Crescent Pharma
EMA0033448,Ferrous Gluconate Crescent Pharma International Limited
EMA0033449,Ferrous Gluconate Medipoint Uk
EMA0033450,Ferrous Gluconate Medley Pharma
EMA0033451,Ferrous Gluconate Remedica
EMA0033452,Ferrous Sulfate Accord-Uk
EMA0033453,Ferrous Sulfate Sun Pharmaceutical Industries Europe
EMA0033454,Ferrous Sulfate Wockhardt Uk
EMA0033455,Ferrousgluconate Kent Pharma Uk
EMA0033456,Ferrovin
EMA0033457,Ferrum
EMA0033458,Ferrum
EMA0033459,Ferrum Hausmann
EMA0033460,Ferrum Fol Hausmann
EMA0033461,Ferrum Hausmann
EMA0033462,Ferrum Hausmann
EMA0033463,Ferrum Hausmann
EMA0033464,Ferrum Lek
EMA0033465,Ferrum Lek
EMA0033466,Ferrum Lek
EMA0033467,Ferrum Pentarkan H
EMA0033468,Ferrum Phosphoricum D6 Weleda
EMA0033469,Ferrum Phosphoricum D8 Weleda
EMA0033470,Ferrum Sidereum
EMA0033471,Ferrum Sidereum Comp.
EMA0033472,Ferrum Sidereum D10 / Pankreas D6 Aa Weleda
EMA0033473,Ferrum Sidereum D20 Weleda
EMA0033474,Ferrum Sidereum Weleda
EMA0033475,Ferrum Silicicum Comp
EMA0033476,Ferrum Silicicum Comp.
EMA0033477,Ferrum/Sulfur Comp.
EMA0033478,Ferrum-Homaccord
EMA0033479,Ferrum-Homaccord
EMA0033480,Ferrum-Homaccord
EMA0033481,Ferrum-Quarz-Kapseln
EMA0033482,Ferruten
EMA0033483,Fersaday
EMA0033484,Fersamal
EMA0033485,Fersamal
EMA0033486,Fertifol
EMA0033487,Fertifol
EMA0033488,Fertiginhalat
EMA0033489,Fertiginhalat
EMA0033490,Fertilan
EMA0033491,Fertin
EMA0033492,Fertinorm
EMA0033493,Fertinorm Kit
EMA0033494,Fertinorm Kit
EMA0033495,Fertipeptil
EMA0033496,Fertistart
EMA0033497,Fertistartkit
EMA0033498,Fertomcidina U
EMA0033499,Ferulinor
EMA0033500,Ferulinor Stada
EMA0033501,Ferupantil
EMA0033502,Fervex
EMA0033503,Fervex
EMA0033504,Fervex (Lastele)
EMA0033505,Fervex (Suhkruvaba)
EMA0033506,Fervex Adultes
EMA0033507,Fervex Adultes Framboise
EMA0033508,Fervex Adultes Sans Sucre
EMA0033509,Fervex Bērniem
EMA0033510,Fervex Bez Cukru
EMA0033511,"Fervex Bez Cukura, Pieaugušajiem"
EMA0033512,Fervex Ból I Gorączka
EMA0033513,Fervex Ból I Gorączka Baby
EMA0033514,Fervex Ból I Gorączka C Plus
EMA0033515,Fervex Ból I Gorączka Duo
EMA0033516,Fervex Ból I Gorączka Forte
EMA0033517,Fervex Ból I Gorączka Instant
EMA0033518,Fervex Ból I Goraczka Instant Forte
EMA0033519,Fervex Ból I Gorączka Instant Forte
EMA0033520,Fervex Ból I Gorączka Kids
EMA0033521,Fervex Cytrynowy
EMA0033522,Fervex Durere Si Febra Vitamina C
EMA0033523,Fervex Enfants Sans Sucre
EMA0033524,Fervex Extratabs
EMA0033525,Fervex Junior
EMA0033526,Fervex Malinowy
EMA0033527,Fervex Pieaugušajiem
EMA0033528,Fervex Răceală Și Gripă
EMA0033529,Fervex Răceală Și Gripă Pentru Adulţi
EMA0033530,Fervex Răceală Și Gripă Pentru Adulţicu Aromă De Zmeură
EMA0033531,Fervex Răceală Și Gripă Pentru Copiifără Zahăr
EMA0033532,Fervex Suaugusiems
EMA0033533,"Fervex Suaugusiems, Be Cukraus"
EMA0033534,Fervex Vaikams
EMA0033535,Fervexrhume
EMA0033536,Fervit
EMA0033537,Feryxa
EMA0033538,Fesoteridone Accord
EMA0033539,Fesoterodin Accord
EMA0033540,Fesoterodin Accord
EMA0033541,Fesoterodin Al
EMA0033542,Fesoterodin Aristo
EMA0033543,Fesoterodin Eg
EMA0033544,Fesoterodina
EMA0033545,Fesoterodina Alter
EMA0033546,Fesoterodina Aristo
EMA0033547,Fesoterodina Aurovitas
EMA0033548,Fesoterodina Cinfa
EMA0033549,Fesoterodina Doc
EMA0033550,Fesoterodina Edest Intas Third Party Sales
EMA0033551,Fesoterodina Generis
EMA0033552,Fesoterodina Intas
EMA0033553,Fesoterodina Liconsa
EMA0033554,Fesoterodina Normon
EMA0033555,Fesoterodina Stada
EMA0033556,Fesoterodina Teva
EMA0033557,Fesoterodine Ab
EMA0033558,Fesoterodine Accord
EMA0033559,Fesoterodine Accord
EMA0033560,Fesoterodine Aristo
EMA0033561,Fesoterodine Ariti
EMA0033562,Fesoterodine Cf
EMA0033563,Fesoterodine Clonmel
EMA0033564,Fesoterodine Doc
EMA0033565,Fesoterodine Eg
EMA0033566,Fésotérodine Eg
EMA0033567,Fesoterodine Fumarate Accord
EMA0033568,Fesoterodine Fumarate Aristo
EMA0033569,Fesoterodine Fumarate Aspire
EMA0033570,Fesoterodine Fumarate Dr. Reddy’s
EMA0033571,Fesoterodine Fumarate Zentiva
EMA0033572,Fesoterodine Lp Arrow
EMA0033573,Fesoterodine Lp Biogaran
EMA0033574,Fesoterodine Lp Cristers
EMA0033575,Fesoterodine Lp Eg
EMA0033576,Fesoterodine Lp Zentiva
EMA0033577,Fesoterodine Medical Valley
EMA0033578,Fesoterodine Rowa
EMA0033579,Fesoterodine Stada
EMA0033580,Fesoterodine Teva
EMA0033581,Fesoterodine Teva
EMA0033582,Fesoterodine Viatris
EMA0033583,Fesoterodine Xiromed
EMA0033584,Fesoterodine Zentiva
EMA0033585,Fesoterodinefumaraat Aristo
EMA0033586,Fetcroja
EMA0033587,Fetrival
EMA0033588,Fettverdauungs Tee Arzneitee Für Erwachsene Und Heranwachsende Ab 12 Jahren
EMA0033589,Fevarin
EMA0033590,Feverfew Apomedica
EMA0033591,Feverinex
EMA0033592,Fevralt Bambini
EMA0033593,Fexabogard
EMA0033594,Fexactiv
EMA0033595,Fexahist
EMA0033596,Fexahist Allergy
EMA0033597,Fexallegra
EMA0033598,Fexallegra Nasale
EMA0033599,Fexgen
EMA0033600,Fexgen
EMA0033601,Fexigra
EMA0033602,Fexion
EMA0033603,Fexo Allergy Relief
EMA0033604,Fexofast
EMA0033605,Fexofenaderm
EMA0033606,Fexofenadin Abece
EMA0033607,Fexofenadin Apofri
EMA0033608,Fexofenadin Cipla
EMA0033609,Fexofenadin Generics
EMA0033610,Fexofenadin Puren
EMA0033611,Fexofenadin Winthrop
EMA0033612,Fexofenadina Aurobindo
EMA0033613,Fexofenadina Cipla
EMA0033614,Fexofenadina Generis Phar
EMA0033615,Fexofenadina Mylan Generics
EMA0033616,Fexofenadina Mylan Italia
EMA0033617,Fexofenadina Nazonite
EMA0033618,Fexofenadina Opella
EMA0033619,Fexofenadina Opella Healthcare
EMA0033620,Fexofenadine Amarox
EMA0033621,Fexofenadine Arrow
EMA0033622,Fexofenadine Biogaran
EMA0033623,Fexofenadine Bluefish
EMA0033624,Fexofenadine Hayfever Relief 120mg Film-Coated Tablets
EMA0033625,Fexofenadine Hcl Amarox
EMA0033626,Fexofenadine Hcl Aurobindo
EMA0033627,Fexofenadine Hcl Mylan
EMA0033628,Fexofenadine Hcl Teva
EMA0033629,Fexofenadine Hcl Viatris
EMA0033630,Fexofenadine Hydrochloride
EMA0033631,Fexofenadine Hydrochloride Amarox
EMA0033632,Fexofenadine Hydrochloride Azure Pharmaceuticals
EMA0033633,Fexofenadine Hydrochloride Boots
EMA0033634,Fexofenadine Hydrochloride Chanelle Medical
EMA0033635,Fexofenadine Hydrochloride Cipla
EMA0033636,Fexofenadine Hydrochloride Crescent Pharma
EMA0033637,Fexofenadine Hydrochloride Dr. Reddy's Laboratories (Uk)
EMA0033638,Fexofenadine Hydrochloride Generics [uk]
EMA0033639,Fexofenadine Hydrochloride Kent Pharmaceuticals
EMA0033640,Fexofenadine Hydrochloride Kent Pharmaceuticals Limited
EMA0033641,Fexofenadine Hydrochloride Milpharm
EMA0033642,Fexofenadine Hydrochloride Strandhaven
EMA0033643,Fexofenadine Hydrochloride Well Pharmaceuticals
EMA0033644,Fexofenadine Hydrochloride Zentiva
EMA0033645,Fexofenadine Ratiopharm
EMA0033646,Fexofénadine Teva
EMA0033647,Fexofenadine Viatris
EMA0033648,Fexofenadine Viatris Sante
EMA0033649,Fexofenadine Zentiva
EMA0033650,Fexofenadinhydrochlorid Cipla
EMA0033651,Fexyna
EMA0033652,Fezea
EMA0033653,Fiarat
EMA0033654,Fiasp
EMA0033655,Fiasp Flextouch
EMA0033656,Fiasp Penfill
EMA0033657,Fiasp Pumpcart
EMA0033658,Fibclot
EMA0033659,Fiberform
EMA0033660,Fiberform Mix
EMA0033661,Fibraguar
EMA0033662,Fibralipid
EMA0033663,Fibrase
EMA0033664,Fibrema
EMA0033665,Fibrex
EMA0033666,Fibriclotte
EMA0033667,Fibrocard
EMA0033668,Fibrogammin
EMA0033669,Fibrolip
EMA0033670,Fibrovein
EMA0033671,Fibryga
EMA0033672,Ficortril
EMA0033673,Fidagenbeta
EMA0033674,Fidato
EMA0033675,Fidaxomicin 200 Mg
EMA0033676,Fidaxomicin Tillotts Pharma Uk
EMA0033677,Fidesan
EMA0033678,Fid-F
EMA0033679,Fidiflex
EMA0033680,Fid-Mibi
EMA0033681,Fid-Na
EMA0033682,Fieber- Und Schmerzsaft Für Kinder
EMA0033683,Fieber- Und Zahnungszäpfchen Für Kinder
EMA0033684,Fiedosin
EMA0033685,Figozap
EMA0033686,Figura 1
EMA0033687,Filaz
EMA0033688,Filgrastim Hexal
EMA0033689,Filicine
EMA0033690,Filiop
EMA0033691,"Filmsko Obložene Tablete, Moxogamma"
EMA0033692,Filomag B6
EMA0033693,Filosept
EMA0033694,Filotadal
EMA0033695,Filotempo
EMA0033696,Filspari
EMA0033697,Filsuvez
EMA0033698,Fimodigo
EMA0033699,Fimodigo Vipharm
EMA0033700,Finacapil
EMA0033701,Finacea
EMA0033702,Finahair
EMA0033703,Finahit
EMA0033704,Finail
EMA0033705,Finalgon
EMA0033706,Finalgon Cpd Wärmecreme
EMA0033707,Finalgon Wärmesalbe Duo
EMA0033708,Finalgon® Wärmecreme Duo
EMA0033709,Finamed
EMA0033710,Finamed Zur Anwendung Bei Männlichen Patienten
EMA0033711,Finamef
EMA0033712,Finanorm
EMA0033713,Finapil
EMA0033714,Finapuren
EMA0033715,Finar
EMA0033716,Finaran
EMA0033717,Finarand
EMA0033718,Finard
EMA0033719,Finaristo
EMA0033720,Finascar
EMA0033721,Finaset
EMA0033722,Finaster
EMA0033723,Finasterid +pharma
EMA0033724,Finasterid 1 A Pharma
EMA0033725,Finasterid Actavis
EMA0033726,Finasterid Al
EMA0033727,Finasterid Amarox
EMA0033728,Finasterid A-Med
EMA0033729,Finasterid Aristo
EMA0033730,Finasterid Ascend
EMA0033731,Finasterid Aurobindo
EMA0033732,Finasterid Biomo
EMA0033733,Finasterid Bluefish
EMA0033734,Finasterid Careforsons
EMA0033735,Finasterid Dexcel
EMA0033736,Finasterid Genericon
EMA0033737,Finasterid Heumann
EMA0033738,Finasterid Hexal
EMA0033739,Finasterid Holsten
EMA0033740,Finasterid Hormosan
EMA0033741,Finasterid Interpharm
EMA0033742,Finasterid Medicopharm
EMA0033743,Finasterid Nio
EMA0033744,Finasterid Orion
EMA0033745,Finasterid Pharmas
EMA0033746,Finasterid Puren
EMA0033747,Finasterid Ratiopharm
EMA0033748,Finasterid Rivopharm
EMA0033749,Finasterid Sandoz
EMA0033750,Finasterid Sanexcel
EMA0033751,Finasterid Stada
EMA0033752,Finasterid Teva
EMA0033753,Finasterid Uropharm
EMA0033754,Finasterid Viatris
EMA0033755,Finasterid Winthrop
EMA0033756,Finasterid Zur Anwendung Bei Männlichen Patienten Heumann
EMA0033757,Finasterida
EMA0033758,Finasterida + Tadalafil Adamed
EMA0033759,Finasterida Almus
EMA0033760,Finasterida Alter
EMA0033761,Finasterida Amarox
EMA0033762,Finasterida Arena
EMA0033763,Finasterida Atral
EMA0033764,Finasterida Aurovitas
EMA0033765,Finasterida Benel Farmalider
EMA0033766,Finasterida Biorga
EMA0033767,Finasterida Bluefish
EMA0033768,Finasterida Bluepharma
EMA0033769,Finasterida Bluesar
EMA0033770,Finasterida Cantabria
EMA0033771,Finasterida Ciclum
EMA0033772,Finasterida Cinfa
EMA0033773,Finasterida Combix
EMA0033774,Finasterida Farmoz
EMA0033775,Finasterida Generis
EMA0033776,Finasterida Generis Phar
EMA0033777,Finasterida Gp
EMA0033778,Finasterida Ifc
EMA0033779,Finasterida Impruve
EMA0033780,Finasterida Jj Bishop
EMA0033781,Finasterida Kern Pharma
EMA0033782,Finasterida Labesfal
EMA0033783,Finasterida Mabo
EMA0033784,Finasterida Medical Valley
EMA0033785,Finasterida Mylan
EMA0033786,Finasterida Normon
EMA0033787,Finasterida Pensa
EMA0033788,Finasterida Pharmakern
EMA0033789,Finasterida Qualigen
EMA0033790,Finasterida Ratiopharm
EMA0033791,Finasterida Ritisca
EMA0033792,Finasterida Sandoz
EMA0033793,Finasteridă Sanexcel
EMA0033794,Finasterida Stada
EMA0033795,Finasterida Tarbis
EMA0033796,Finasterida Tecnigen
EMA0033797,Finasterida Tecnilor
EMA0033798,Finasterida Tetrafarma
EMA0033799,Finasterida Teva
EMA0033800,Finasterida Teva-Ratiopharm
EMA0033801,Finasterida Tolife
EMA0033802,Finasterida Viatris
EMA0033803,Finasterida Vir
EMA0033804,Finasterida Vitória
EMA0033805,Finasterida Zentiva
EMA0033806,Finasterida/Tadalafilo Alter
EMA0033807,Finasteride
EMA0033808,Finasteride Abc
EMA0033809,Finasteride Accord
EMA0033810,Finasteride Accord Healthcare
EMA0033811,Finasteride Accord Healthcare Ireland
EMA0033812,Finasteride Ahcl
EMA0033813,Finasteride Almus
EMA0033814,Finasteride Alter
EMA0033815,Finasteride Alvogen
EMA0033816,Finasteride Amarox
EMA0033817,Finasteride Aristo
EMA0033818,Finasteride Arrow Lab
EMA0033819,Finasteride Ascend
EMA0033820,Finasteride Aurobindo
EMA0033821,Finasteride Aurobindo Pharma (Malta)
EMA0033822,Finasteride Aurobindo Pharma Italia
EMA0033823,Finasteride Avianta Pharma
EMA0033824,Finasteride Bailleul
EMA0033825,Finasteride Biogaran
EMA0033826,Finasteride Biorga
EMA0033827,Finasteride Bristol Laboratories
EMA0033828,Finasteride Cadila Pharmaceuticals
EMA0033829,Finasteride Careforsons
EMA0033830,Finasteride Careforsons Ireland
EMA0033831,Finasteride Crescent Pharma
EMA0033832,Finasteride Cristers
EMA0033833,Finasteride Doc
EMA0033834,Finasteride Dr. Reddy's Laboratories (Uk)
EMA0033835,Finasteride Eg
EMA0033836,Finasteride Eg Stada
EMA0033837,Finasteride Generics [uk]
EMA0033838,Finasteride Generics Uk
EMA0033839,Finasteride Ipso Pharma
EMA0033840,Finasteride La Colina
EMA0033841,Finasteride Medical Valley
EMA0033842,Finasteride Medreg
EMA0033843,Finasteride Milpharm
EMA0033844,Finasteride Mylan Generics Italia
EMA0033845,Finasteride Mylan Italia
EMA0033846,Finasteride Nio
EMA0033847,Finasteride Northumbria Pharma
EMA0033848,Finasteride Pensa
EMA0033849,Finasteride Pharmacare
EMA0033850,Finasteride Pharmacenter
EMA0033851,Finasteride Ratiopharm
EMA0033852,Finasteride Relonchem
EMA0033853,Finasteride Sandoz
