+-------------------+----------------+----------+--------------------+------------------------+---------------+--------------------+------------------+--------------+---------------------------------+--------------------------+----------------------+
| department_name   | admission_year | ken_code | insurance_provider | total_hospitalizations | avg_stay_days | mean_duration_days | total_extra_days | base_revenue | extra_revenue_due_to_mdn_excess | calculated_total_revenue | stored_total_revenue |
| Pediatrics        |           2024 | Ρ20Α     | EFKA               |                      1 |          7.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pediatrics        |           2024 | Ρ20Α     | PRIVATE_A          |                      1 |         11.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pediatrics        |           2024 | Ρ20Α     | PRIVATE_B          |                      1 |          5.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pediatrics        |           2024 | Ρ20Α     | UNINSURED          |                      1 |         10.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pediatrics        |           2024 | Ρ22Μ     | PRIVATE_B          |                      3 |          9.00 |                  5 |               12 |    331500.00 |                       265200.00 |                596700.00 |            596700.00 |
| Pediatrics        |           2024 | Ρ20Χ     | PRIVATE_B          |                      1 |          8.00 |                  6 |                2 |    126100.00 |                       420340.00 |                546440.00 |            546440.00 |
| Pediatrics        |           2024 | Α30Μ     | PRIVATE_B          |                      3 |          6.67 |                  5 |                5 |    399300.00 |                       133100.00 |                532400.00 |            532400.00 |
| Pediatrics        |           2024 | Ρ22Χ     | EFKA               |                      2 |          9.50 |                  2 |               15 |     88800.00 |                       333000.00 |                421800.00 |            421800.00 |
| Pediatrics        |           2024 | Α22Χ     | ARMED_FORCES       |                      3 |          6.67 |                  3 |               11 |    189000.00 |                       231000.00 |                420000.00 |            420000.00 |
| Pediatrics        |           2024 | Α12Μ     | ARMED_FORCES       |                      1 |          3.00 |                 17 |                0 |    398400.00 |                            0.00 |                398400.00 |            398400.00 |
| Pediatrics        |           2024 | Α12Μ     | UNINSURED          |                      1 |         12.00 |                 17 |                0 |    398400.00 |                            0.00 |                398400.00 |            398400.00 |
| Pediatrics        |           2024 | Ρ22Μ     | PRIVATE_A          |                      2 |          7.50 |                  5 |                8 |    221000.00 |                       176800.00 |                397800.00 |            397800.00 |
| Pediatrics        |           2024 | Α30Χ     | PRIVATE_A          |                      1 |         13.00 |                  2 |               11 |     60700.00 |                       333850.00 |                394550.00 |            394550.00 |
| Pediatrics        |           2024 | Ω33Α     | ARMED_FORCES       |                      2 |          9.50 |                  2 |               15 |     79400.00 |                       297750.00 |                377150.00 |            377150.00 |
| Pediatrics        |           2024 | Α22Χ     | PRIVATE_A          |                      2 |          8.50 |                  3 |               11 |    126000.00 |                       231000.00 |                357000.00 |            357000.00 |
| Pediatrics        |           2024 | Α22Χ     | UNINSURED          |                      2 |          8.00 |                  3 |               10 |    126000.00 |                       210000.00 |                336000.00 |            336000.00 |
| Pediatrics        |           2024 | Α30Χ     | ARMED_FORCES       |                      2 |          5.50 |                  2 |                7 |    121400.00 |                       212450.00 |                333850.00 |            333850.00 |
| Pediatrics        |           2024 | Ω33Α     | PRIVATE_B          |                      1 |         13.00 |                  2 |               11 |     39700.00 |                       218350.00 |                258050.00 |            258050.00 |
| Pediatrics        |           2024 | Ρ22Χ     | PRIVATE_B          |                      1 |         11.00 |                  2 |                9 |     44400.00 |                       199800.00 |                244200.00 |            244200.00 |
| Pediatrics        |           2024 | Ω13Α     | PRIVATE_A          |                      2 |          3.50 |                  1 |                5 |     69400.00 |                       173500.00 |                242900.00 |            242900.00 |
| Pediatrics        |           2024 | Α22ΜΑ    | PRIVATE_A          |                      1 |         12.00 |                 10 |                2 |    193800.00 |                        38760.00 |                232560.00 |            232560.00 |
| Pediatrics        |           2024 | Α30Μ     | PRIVATE_A          |                      1 |          8.00 |                  5 |                3 |    133100.00 |                        79860.00 |                212960.00 |            212960.00 |
| Pediatrics        |           2024 | Α30Μ     | UNINSURED          |                      1 |          8.00 |                  5 |                3 |    133100.00 |                        79860.00 |                212960.00 |            212960.00 |
| Pediatrics        |           2024 | Α22ΜΑ    | PRIVATE_B          |                      1 |          4.00 |                 10 |                0 |    193800.00 |                            0.00 |                193800.00 |            193800.00 |
| Pediatrics        |           2024 | Α22ΜΑ    | UNINSURED          |                      1 |          6.00 |                 10 |                0 |    193800.00 |                            0.00 |                193800.00 |            193800.00 |
| Pediatrics        |           2024 | Α30Χ     | PRIVATE_B          |                      1 |          6.00 |                  2 |                4 |     60700.00 |                       121400.00 |                182100.00 |            182100.00 |
| Pediatrics        |           2024 | Ρ22Χ     | UNINSURED          |                      1 |          8.00 |                  2 |                6 |     44400.00 |                       133200.00 |                177600.00 |            177600.00 |
| Pediatrics        |           2024 | Ρ22Χ     | ARMED_FORCES       |                      1 |          7.00 |                  2 |                5 |     44400.00 |                       111000.00 |                155400.00 |            155400.00 |
| Pediatrics        |           2024 | Ρ22Χ     | PRIVATE_A          |                      1 |          7.00 |                  2 |                5 |     44400.00 |                       111000.00 |                155400.00 |            155400.00 |
| Pediatrics        |           2024 | Α30Μ     | ARMED_FORCES       |                      1 |          5.00 |                  5 |                0 |    133100.00 |                            0.00 |                133100.00 |            133100.00 |
| Pediatrics        |           2024 | Α30Μ     | EFKA               |                      1 |          2.00 |                  5 |                0 |    133100.00 |                            0.00 |                133100.00 |            133100.00 |
| Pediatrics        |           2024 | Ρ20Χ     | PRIVATE_A          |                      1 |          3.00 |                  6 |                0 |    126100.00 |                            0.00 |                126100.00 |            126100.00 |
| Pediatrics        |           2024 | Α22ΜΒ    | PRIVATE_B          |                      1 |          4.00 |                  6 |                0 |    114400.00 |                            0.00 |                114400.00 |            114400.00 |
| Pediatrics        |           2024 | Ρ22Μ     | ARMED_FORCES       |                      1 |          5.00 |                  5 |                0 |    110500.00 |                            0.00 |                110500.00 |            110500.00 |
| Psychiatry        |           2024 | Χ45Α     | EFKA               |                     37 |          6.11 |                  4 |               89 |   3570500.00 |                     21471250.00 |              25041750.00 |          25041750.00 |
| Psychiatry        |           2024 | Χ42Μ     | EFKA               |                     31 |          6.94 |                 15 |                0 |  10130800.00 |                            0.00 |              10130800.00 |          10130800.00 |
| Psychiatry        |           2024 | Χ45Α     | PRIVATE_A          |                     10 |          7.00 |                  4 |               32 |    965000.00 |                      7720000.00 |               8685000.00 |           8685000.00 |
| Psychiatry        |           2024 | Χ45Α     | ARMED_FORCES       |                      6 |          8.00 |                  4 |               24 |    579000.00 |                      5790000.00 |               6369000.00 |           6369000.00 |
| Psychiatry        |           2024 | Χ45Α     | PRIVATE_B          |                      8 |          6.50 |                  4 |               23 |    772000.00 |                      5548750.00 |               6320750.00 |           6320750.00 |
| Psychiatry        |           2024 | Ι20Α     | EFKA               |                     42 |          7.67 |                  2 |              238 |   1537200.00 |                      4355400.00 |               5892600.00 |           5892600.00 |
| Psychiatry        |           2024 | Χ45Α     | UNINSURED          |                      8 |          6.25 |                  4 |               21 |    772000.00 |                      5066250.00 |               5838250.00 |           5838250.00 |
| Psychiatry        |           2024 | Ν24Χ     | EFKA               |                     13 |          5.92 |                  6 |               19 |   1506700.00 |                      3670230.00 |               5176930.00 |           5176930.00 |
| Psychiatry        |           2024 | Χ43Α     | EFKA               |                     15 |          7.87 |                 14 |                0 |   3852000.00 |                            0.00 |               3852000.00 |           3852000.00 |
| Psychiatry        |           2024 | Χ41Α     | EFKA               |                     10 |          8.00 |                 21 |                0 |   3066000.00 |                            0.00 |               3066000.00 |           3066000.00 |
| Psychiatry        |           2024 | Ν24Χ     | PRIVATE_A          |                      4 |          9.25 |                  6 |               13 |    463600.00 |                      2511210.00 |               2974810.00 |           2974810.00 |
| Psychiatry        |           2024 | Χ42Μ     | PRIVATE_A          |                      7 |          7.29 |                 15 |                0 |   2287600.00 |                            0.00 |               2287600.00 |           2287600.00 |
| Psychiatry        |           2024 | Χ42Μ     | PRIVATE_B          |                      7 |          8.14 |                 15 |                0 |   2287600.00 |                            0.00 |               2287600.00 |           2287600.00 |
| Psychiatry        |           2024 | Ν24Μ     | EFKA               |                      8 |          6.13 |                 13 |                0 |   1911200.00 |                            0.00 |               1911200.00 |           1911200.00 |
| Psychiatry        |           2024 | Χ42Μ     | ARMED_FORCES       |                      5 |          9.40 |                 15 |                0 |   1634000.00 |                            0.00 |               1634000.00 |           1634000.00 |
| Psychiatry        |           2024 | Ι20Α     | PRIVATE_B          |                     11 |          7.00 |                  2 |               55 |    402600.00 |                      1006500.00 |               1409100.00 |           1409100.00 |
| Psychiatry        |           2024 | Χ42Μ     | UNINSURED          |                      4 |          6.75 |                 15 |                0 |   1307200.00 |                            0.00 |               1307200.00 |           1307200.00 |
| Psychiatry        |           2024 | Ι20Α     | UNINSURED          |                      8 |          8.25 |                  2 |               50 |    292800.00 |                       915000.00 |               1207800.00 |           1207800.00 |
| Psychiatry        |           2024 | Ι20Α     | ARMED_FORCES       |                      8 |          7.75 |                  2 |               46 |    292800.00 |                       841800.00 |               1134600.00 |           1134600.00 |
| Psychiatry        |           2024 | Ν24Χ     | PRIVATE_B          |                      1 |         11.00 |                  6 |                5 |    115900.00 |                       965850.00 |               1081750.00 |           1081750.00 |
| Psychiatry        |           2024 | Ι20Α     | PRIVATE_A          |                      9 |          6.44 |                  2 |               40 |    329400.00 |                       732000.00 |               1061400.00 |           1061400.00 |
| Psychiatry        |           2024 | Χ43Α     | PRIVATE_A          |                      4 |          7.00 |                 14 |                0 |   1027200.00 |                            0.00 |               1027200.00 |           1027200.00 |
| Psychiatry        |           2024 | Χ43Α     | UNINSURED          |                      4 |          5.00 |                 14 |                0 |   1027200.00 |                            0.00 |               1027200.00 |           1027200.00 |
| Psychiatry        |           2024 | Χ41Α     | ARMED_FORCES       |                      3 |          8.00 |                 21 |                0 |    919800.00 |                            0.00 |                919800.00 |            919800.00 |
| Psychiatry        |           2024 | Χ41Α     | PRIVATE_A          |                      3 |         11.33 |                 21 |                0 |    919800.00 |                            0.00 |                919800.00 |            919800.00 |
| Psychiatry        |           2024 | Χ41Α     | PRIVATE_B          |                      3 |          7.67 |                 21 |                0 |    919800.00 |                            0.00 |                919800.00 |            919800.00 |
| Psychiatry        |           2024 | Χ43Α     | ARMED_FORCES       |                      3 |          6.67 |                 14 |                0 |    770400.00 |                            0.00 |                770400.00 |            770400.00 |
| Psychiatry        |           2024 | Ν24Μ     | PRIVATE_A          |                      3 |          9.33 |                 13 |                0 |    716700.00 |                            0.00 |                716700.00 |            716700.00 |
| Psychiatry        |           2024 | Χ41Α     | UNINSURED          |                      2 |          6.50 |                 21 |                0 |    613200.00 |                            0.00 |                613200.00 |            613200.00 |
| Psychiatry        |           2024 | Χ43Α     | PRIVATE_B          |                      2 |         11.00 |                 14 |                0 |    513600.00 |                            0.00 |                513600.00 |            513600.00 |
| Psychiatry        |           2024 | Ν24Μ     | ARMED_FORCES       |                      1 |         13.00 |                 13 |                0 |    238900.00 |                            0.00 |                238900.00 |            238900.00 |
| Psychiatry        |           2024 | Ν24Μ     | PRIVATE_B          |                      1 |          6.00 |                 13 |                0 |    238900.00 |                            0.00 |                238900.00 |            238900.00 |
| Psychiatry        |           2024 | Ν24Χ     | ARMED_FORCES       |                      2 |          4.00 |                  6 |                0 |    231800.00 |                            0.00 |                231800.00 |            231800.00 |
| Pulmonology       |           2024 | Ε04Α     | EFKA               |                     23 |          6.96 |                 20 |                0 |  69034500.00 |                            0.00 |              69034500.00 |          69034500.00 |
| Pulmonology       |           2024 | Ε04Α     | UNINSURED          |                      8 |          7.75 |                 20 |                0 |  24012000.00 |                            0.00 |              24012000.00 |          24012000.00 |
| Pulmonology       |           2024 | Ε04Α     | ARMED_FORCES       |                      7 |          5.29 |                 20 |                0 |  21010500.00 |                            0.00 |              21010500.00 |          21010500.00 |
| Pulmonology       |           2024 | Ε04Α     | PRIVATE_A          |                      7 |          4.86 |                 20 |                0 |  21010500.00 |                            0.00 |              21010500.00 |          21010500.00 |
| Pulmonology       |           2024 | Ε04Α     | PRIVATE_B          |                      5 |          8.20 |                 20 |                0 |  15007500.00 |                            0.00 |              15007500.00 |          15007500.00 |
| Pulmonology       |           2024 | Α25Μ     | EFKA               |                     13 |          9.08 |                  9 |               18 |   2295800.00 |                      3531960.00 |               5827760.00 |           5827760.00 |
| Pulmonology       |           2024 | Α12Χ     | EFKA               |                     10 |          6.10 |                  7 |                8 |   1798000.00 |                      2054880.00 |               3852880.00 |           3852880.00 |
| Pulmonology       |           2024 | Α10Χ     | EFKA               |                      3 |          7.33 |                  8 |                4 |   1388100.00 |                      2313520.00 |               3701620.00 |           3701620.00 |
| Pulmonology       |           2024 | Α12Μ     | EFKA               |                      9 |          9.78 |                 17 |                0 |   3585600.00 |                            0.00 |               3585600.00 |           3585600.00 |
| Pulmonology       |           2024 | Α22ΜΒ    | PRIVATE_A          |                      5 |          7.60 |                  6 |               14 |    572000.00 |                      2669380.00 |               3241380.00 |           3241380.00 |
| Pulmonology       |           2024 | Α10Χ     | UNINSURED          |                      1 |         12.00 |                  8 |                4 |    462700.00 |                      2313520.00 |               2776220.00 |           2776220.00 |
| Pulmonology       |           2024 | Α12Χ     | PRIVATE_A          |                      4 |          8.25 |                  7 |                7 |    719200.00 |                      1798020.00 |               2517220.00 |           2517220.00 |
| Pulmonology       |           2024 | Α29Μ     | EFKA               |                     14 |          8.00 |                  4 |               57 |   1220800.00 |                      1242600.00 |               2463400.00 |           2463400.00 |
| Pulmonology       |           2024 | Α12Χ     | ARMED_FORCES       |                      5 |          7.20 |                  7 |                6 |    899000.00 |                      1541160.00 |               2440160.00 |           2440160.00 |
| Pulmonology       |           2024 | Ρ20Α     | EFKA               |                      4 |          8.25 |                 11 |                0 |   2409200.00 |                            0.00 |               2409200.00 |           2409200.00 |
| Pulmonology       |           2024 | Α22ΜΒ    | EFKA               |                      4 |          8.00 |                  6 |               10 |    457600.00 |                      1906700.00 |               2364300.00 |           2364300.00 |
| Pulmonology       |           2024 | Α29Χ     | EFKA               |                     14 |          7.71 |                  2 |               80 |    555800.00 |                      1588000.00 |               2143800.00 |           2143800.00 |
| Pulmonology       |           2024 | Α12Χ     | PRIVATE_B          |                      3 |          7.67 |                  7 |                6 |    539400.00 |                      1541160.00 |               2080560.00 |           2080560.00 |
| Pulmonology       |           2024 | Α22Χ     | EFKA               |                     11 |          8.00 |                  3 |               55 |    693000.00 |                      1155000.00 |               1848000.00 |           1848000.00 |
| Pulmonology       |           2024 | Α25Χ     | EFKA               |                     10 |          8.00 |                  5 |               36 |    949000.00 |                       683280.00 |               1632280.00 |           1632280.00 |
| Pulmonology       |           2024 | Ρ20Χ     | EFKA               |                      2 |          7.50 |                  6 |                6 |    252200.00 |                      1261020.00 |               1513220.00 |           1513220.00 |
| Pulmonology       |           2024 | Α12Χ     | UNINSURED          |                      2 |          9.00 |                  7 |                4 |    359600.00 |                      1027440.00 |               1387040.00 |           1387040.00 |
| Pulmonology       |           2024 | Α10Μ     | EFKA               |                      2 |          4.50 |                 12 |                0 |   1207200.00 |                            0.00 |               1207200.00 |           1207200.00 |
| Pulmonology       |           2024 | Α12Μ     | PRIVATE_B          |                      3 |          5.33 |                 17 |                0 |   1195200.00 |                            0.00 |               1195200.00 |           1195200.00 |
| Pulmonology       |           2024 | Α25Μ     | PRIVATE_A          |                      4 |          9.00 |                  9 |                2 |    706400.00 |                       392440.00 |               1098840.00 |           1098840.00 |
| Pulmonology       |           2024 | Α22ΜΑ    | EFKA               |                      5 |          6.40 |                 10 |                1 |    969000.00 |                        19380.00 |                988380.00 |            988380.00 |
| Pulmonology       |           2024 | Ρ20Χ     | PRIVATE_B          |                      1 |         10.00 |                  6 |                4 |    126100.00 |                       840680.00 |                966780.00 |            966780.00 |
| Pulmonology       |           2024 | Α29Χ     | PRIVATE_B          |                      6 |          7.50 |                  2 |               33 |    238200.00 |                       655050.00 |                893250.00 |            893250.00 |
| Pulmonology       |           2024 | Α12Μ     | ARMED_FORCES       |                      2 |          7.00 |                 17 |                0 |    796800.00 |                            0.00 |                796800.00 |            796800.00 |
| Pulmonology       |           2024 | Α12Μ     | UNINSURED          |                      2 |          8.50 |                 17 |                0 |    796800.00 |                            0.00 |                796800.00 |            796800.00 |
| Pulmonology       |           2024 | Ρ20Μ     | EFKA               |                      3 |          6.67 |                 11 |                0 |    754200.00 |                            0.00 |                754200.00 |            754200.00 |
| Pulmonology       |           2024 | Α22ΜΒ    | PRIVATE_B          |                      2 |          7.00 |                  6 |                2 |    228800.00 |                       381340.00 |                610140.00 |            610140.00 |
| Pulmonology       |           2024 | Α10Μ     | PRIVATE_A          |                      1 |          2.00 |                 12 |                0 |    603600.00 |                            0.00 |                603600.00 |            603600.00 |
| Pulmonology       |           2024 | Α10Μ     | PRIVATE_B          |                      1 |         11.00 |                 12 |                0 |    603600.00 |                            0.00 |                603600.00 |            603600.00 |
| Pulmonology       |           2024 | Ρ20Α     | ARMED_FORCES       |                      1 |          5.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pulmonology       |           2024 | Ρ20Α     | PRIVATE_B          |                      1 |          5.00 |                 11 |                0 |    602300.00 |                            0.00 |                602300.00 |            602300.00 |
| Pulmonology       |           2024 | Α22ΜΑ    | PRIVATE_B          |                      3 |          7.00 |                 10 |                0 |    581400.00 |                            0.00 |                581400.00 |            581400.00 |
| Pulmonology       |           2024 | Α25Μ     | ARMED_FORCES       |                      3 |          6.33 |                  9 |                0 |    529800.00 |                            0.00 |                529800.00 |            529800.00 |
| Pulmonology       |           2024 | Α22Χ     | PRIVATE_A          |                      4 |          5.50 |                  3 |               11 |    252000.00 |                       231000.00 |                483000.00 |            483000.00 |
| Pulmonology       |           2024 | Α22Χ     | UNINSURED          |                      2 |         11.50 |                  3 |               17 |    126000.00 |                       357000.00 |                483000.00 |            483000.00 |
| Pulmonology       |           2024 | Α25Χ     | PRIVATE_B          |                      4 |          4.25 |                  5 |                5 |    379600.00 |                        94900.00 |                474500.00 |            474500.00 |
| Pulmonology       |           2024 | Α10Χ     | ARMED_FORCES       |                      1 |          5.00 |                  8 |                0 |    462700.00 |                            0.00 |                462700.00 |            462700.00 |
| Pulmonology       |           2024 | Α10Χ     | PRIVATE_A          |                      1 |          6.00 |                  8 |                0 |    462700.00 |                            0.00 |                462700.00 |            462700.00 |
| Pulmonology       |           2024 | Α10Χ     | PRIVATE_B          |                      1 |          8.00 |                  8 |                0 |    462700.00 |                            0.00 |                462700.00 |            462700.00 |
| Pulmonology       |           2024 | Α25Χ     | ARMED_FORCES       |                      2 |         12.00 |                  5 |               14 |    189800.00 |                       265720.00 |                455520.00 |            455520.00 |
| Pulmonology       |           2024 | Α29Μ     | PRIVATE_A          |                      4 |          4.00 |                  4 |                3 |    348800.00 |                        65400.00 |                414200.00 |            414200.00 |
| Pulmonology       |           2024 | Α29Χ     | ARMED_FORCES       |                      3 |          6.67 |                  2 |               14 |    119100.00 |                       277900.00 |                397000.00 |            397000.00 |
| Pulmonology       |           2024 | Α29Μ     | PRIVATE_B          |                      2 |          8.50 |                  4 |                9 |    174400.00 |                       196200.00 |                370600.00 |            370600.00 |
| Pulmonology       |           2024 | Α29Χ     | UNINSURED          |                      2 |          9.00 |                  2 |               14 |     79400.00 |                       277900.00 |                357300.00 |            357300.00 |
| Pulmonology       |           2024 | Α22Χ     | PRIVATE_B          |                      1 |         13.00 |                  3 |               10 |     63000.00 |                       210000.00 |                273000.00 |            273000.00 |
| Pulmonology       |           2024 | Ρ20Χ     | PRIVATE_A          |                      2 |          4.50 |                  6 |                0 |    252200.00 |                            0.00 |                252200.00 |            252200.00 |
| Pulmonology       |           2024 | Ρ20Μ     | PRIVATE_A          |                      1 |          2.00 |                 11 |                0 |    251400.00 |                            0.00 |                251400.00 |            251400.00 |
| Pulmonology       |           2024 | Α29Χ     | PRIVATE_A          |                      1 |          9.00 |                  2 |                7 |     39700.00 |                       138950.00 |                178650.00 |            178650.00 |
| Pulmonology       |           2024 | Α25Μ     | PRIVATE_B          |                      1 |          7.00 |                  9 |                0 |    176600.00 |                            0.00 |                176600.00 |            176600.00 |
| Pulmonology       |           2024 | Α25Μ     | UNINSURED          |                      1 |          4.00 |                  9 |                0 |    176600.00 |                            0.00 |                176600.00 |            176600.00 |
| Pulmonology       |           2024 | Α29Μ     | UNINSURED          |                      2 |          3.00 |                  4 |                0 |    174400.00 |                            0.00 |                174400.00 |            174400.00 |
| Pulmonology       |           2024 | Α29Μ     | ARMED_FORCES       |                      1 |          7.00 |                  4 |                3 |     87200.00 |                        65400.00 |                152600.00 |            152600.00 |
| Pulmonology       |           2024 | Α22ΜΒ    | ARMED_FORCES       |                      1 |          4.00 |                  6 |                0 |    114400.00 |                            0.00 |                114400.00 |            114400.00 |
| Pulmonology       |           2024 | Α25Χ     | PRIVATE_A          |                      1 |          2.00 |                  5 |                0 |     94900.00 |                            0.00 |                 94900.00 |             94900.00 |
| Surgery           |           2024 | Κ17Χ     | EFKA               |                      6 |          8.17 |                  1 |               43 |   1570200.00 |                     11253100.00 |              12823300.00 |          12823300.00 |
| Surgery           |           2024 | Κ01Μ     | EFKA               |                      6 |          8.50 |                 12 |                0 |   9729000.00 |                            0.00 |               9729000.00 |           9729000.00 |
| Surgery           |           2024 | Κ01Χ     | EFKA               |                      3 |          7.00 |                  3 |               13 |   3726000.00 |                      5382000.00 |               9108000.00 |           9108000.00 |
| Surgery           |           2024 | Μ31Χ     | EFKA               |                      6 |          5.67 |                 11 |                1 |   5119800.00 |                       775730.00 |               5895530.00 |           5895530.00 |
| Surgery           |           2024 | Κ01Χ     | ARMED_FORCES       |                      1 |         12.00 |                  3 |                9 |   1242000.00 |                      3726000.00 |               4968000.00 |           4968000.00 |
| Surgery           |           2024 | Π46Α     | EFKA               |                     43 |          6.53 |                  2 |              195 |   1406100.00 |                      3188250.00 |               4594350.00 |           4594350.00 |
| Surgery           |           2024 | Κ01Μ     | PRIVATE_A          |                      2 |         10.50 |                 12 |                1 |   3243000.00 |                      1351250.00 |               4594250.00 |           4594250.00 |
| Surgery           |           2024 | Μ60Α     | EFKA               |                      4 |          9.75 |                  7 |               13 |    688000.00 |                      3194230.00 |               3882230.00 |           3882230.00 |
| Surgery           |           2024 | Κ12Χ     | EFKA               |                      5 |          7.80 |                  4 |               21 |   1847000.00 |                      1939350.00 |               3786350.00 |           3786350.00 |
| Surgery           |           2024 | Κ12Μ     | EFKA               |                      4 |         10.00 |                 11 |                3 |   2186000.00 |                      1490460.00 |               3676460.00 |           3676460.00 |
| Surgery           |           2024 | Μ31Μ     | EFKA               |                      3 |          8.67 |                 23 |                0 |   3502500.00 |                            0.00 |               3502500.00 |           3502500.00 |
| Surgery           |           2024 | Κ17Χ     | UNINSURED          |                      1 |         13.00 |                  1 |               12 |    261700.00 |                      3140400.00 |               3402100.00 |           3402100.00 |
| Surgery           |           2024 | Κ43Μ     | EFKA               |                      6 |          8.17 |                  8 |               12 |    882600.00 |                      2206560.00 |               3089160.00 |           3089160.00 |
| Surgery           |           2024 | Μ08Μ     | EFKA               |                      6 |          5.17 |                 17 |                0 |   2669400.00 |                            0.00 |               2669400.00 |           2669400.00 |
| Surgery           |           2024 | Κ02Α     | EFKA               |                      5 |          7.00 |                  4 |               15 |   1422000.00 |                      1066500.00 |               2488500.00 |           2488500.00 |
| Surgery           |           2024 | Κ01Χ     | UNINSURED          |                      1 |          6.00 |                  3 |                3 |   1242000.00 |                      1242000.00 |               2484000.00 |           2484000.00 |
| Surgery           |           2024 | Μ31Μ     | UNINSURED          |                      2 |          9.00 |                 23 |                0 |   2335000.00 |                            0.00 |               2335000.00 |           2335000.00 |
| Surgery           |           2024 | Μ78Μ     | EFKA               |                      8 |          6.50 |                  8 |                6 |   1170400.00 |                      1097280.00 |               2267680.00 |           2267680.00 |
| Surgery           |           2024 | Κ17Χ     | PRIVATE_A          |                      1 |          8.00 |                  1 |                7 |    261700.00 |                      1831900.00 |               2093600.00 |           2093600.00 |
| Surgery           |           2024 | Κ12Μ     | PRIVATE_B          |                      2 |          8.00 |                 11 |                2 |   1093000.00 |                       993640.00 |               2086640.00 |           2086640.00 |
| Surgery           |           2024 | Μ21Α     | EFKA               |                      4 |          9.25 |                  2 |               29 |    420800.00 |                      1525400.00 |               1946200.00 |           1946200.00 |
| Surgery           |           2024 | Μ08Χ     | ARMED_FORCES       |                      2 |         11.00 |                  9 |                4 |    602800.00 |                      1339560.00 |               1942360.00 |           1942360.00 |
| Surgery           |           2024 | Μ08Χ     | EFKA               |                      5 |          7.40 |                  9 |                1 |   1507000.00 |                       334890.00 |               1841890.00 |           1841890.00 |
| Surgery           |           2024 | Κ18Μ     | EFKA               |                      7 |          7.43 |                  7 |                8 |   1558200.00 |                       254400.00 |               1812600.00 |           1812600.00 |
| Surgery           |           2024 | Π46Α     | PRIVATE_A          |                     13 |          7.92 |                  2 |               77 |    425100.00 |                      1258950.00 |               1684050.00 |           1684050.00 |
| Surgery           |           2024 | Κ01Μ     | ARMED_FORCES       |                      1 |          9.00 |                 12 |                0 |   1621500.00 |                            0.00 |               1621500.00 |           1621500.00 |
| Surgery           |           2024 | Κ01Μ     | PRIVATE_B          |                      1 |          6.00 |                 12 |                0 |   1621500.00 |                            0.00 |               1621500.00 |           1621500.00 |
| Surgery           |           2024 | Κ01Μ     | UNINSURED          |                      1 |          3.00 |                 12 |                0 |   1621500.00 |                            0.00 |               1621500.00 |           1621500.00 |
| Surgery           |           2024 | Φ63Χ     | EFKA               |                      1 |         12.00 |                  3 |                9 |     50600.00 |                      1518030.00 |               1568630.00 |           1568630.00 |
| Surgery           |           2024 | Π46Α     | PRIVATE_B          |                     12 |          7.92 |                  2 |               71 |    392400.00 |                      1160850.00 |               1553250.00 |           1553250.00 |
| Surgery           |           2024 | Κ18Χ     | EFKA               |                      3 |          9.00 |                  2 |               21 |    343800.00 |                      1203300.00 |               1547100.00 |           1547100.00 |
| Surgery           |           2024 | Μ08Μ     | UNINSURED          |                      3 |          4.33 |                 17 |                0 |   1334700.00 |                            0.00 |               1334700.00 |           1334700.00 |
| Surgery           |           2024 | Μ21Α     | PRIVATE_B          |                      3 |          8.00 |                  2 |               18 |    315600.00 |                       946800.00 |               1262400.00 |           1262400.00 |
| Surgery           |           2024 | Κ17Μ     | ARMED_FORCES       |                      2 |         10.50 |                  5 |               11 |    578400.00 |                       636240.00 |               1214640.00 |           1214640.00 |
| Surgery           |           2024 | Κ17Μ     | EFKA               |                      3 |          6.67 |                  5 |                6 |    867600.00 |                       347040.00 |               1214640.00 |           1214640.00 |
| Surgery           |           2024 | Μ31Μ     | PRIVATE_A          |                      1 |          8.00 |                 23 |                0 |   1167500.00 |                            0.00 |               1167500.00 |           1167500.00 |
| Surgery           |           2024 | Μ60Α     | UNINSURED          |                      1 |         11.00 |                  7 |                4 |    172000.00 |                       982840.00 |               1154840.00 |           1154840.00 |
| Surgery           |           2024 | Κ46Χ     | EFKA               |                      6 |          8.67 |                  2 |               40 |    266400.00 |                       888000.00 |               1154400.00 |           1154400.00 |
| Surgery           |           2024 | Φ63Χ     | PRIVATE_A          |                      2 |          6.00 |                  3 |                6 |    101200.00 |                      1012020.00 |               1113220.00 |           1113220.00 |
| Surgery           |           2024 | Π46Α     | ARMED_FORCES       |                     10 |          6.50 |                  2 |               45 |    327000.00 |                       735750.00 |               1062750.00 |           1062750.00 |
| Surgery           |           2024 | Φ63Χ     | PRIVATE_B          |                      1 |          9.00 |                  3 |                6 |     50600.00 |                      1012020.00 |               1062620.00 |           1062620.00 |
| Surgery           |           2024 | Κ12Μ     | ARMED_FORCES       |                      1 |         12.00 |                 11 |                1 |    546500.00 |                       496820.00 |               1043320.00 |           1043320.00 |
